四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
EOS
そのー	フィラー,*,*,*,*,*,そのー,ソノー,ソノー,s
、	記号,読点,*,*,*,*,、,、,、,s
手術	名詞,サ変接続,*,*,*,*,手術,シュジュツ,シュジュツ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
なんでも	副詞,一般,*,*,*,*,なんでも,ナンデモ,ナンデモ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そん	連体詞,*,*,*,*,*,その,ソン,ソン,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
命	名詞,一般,*,*,*,*,命,イノチ,イノチ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
、	記号,読点,*,*,*,*,、,、,、,s
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
つくづく	副詞,一般,*,*,*,*,つくづく,ツクヅク,ツクズク,s
感じ	動詞,自立,*,*,一段,連用形,感じる,カンジ,カンジ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
しゃあない	形容詞,自立,*,*,形容詞・アウオ段,基本形,しゃあない,シャアナイ,シャーナイ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
、	記号,読点,*,*,*,*,、,、,、,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
七	名詞,数,*,*,*,*,七,ナナ,ナナ,s
千	名詞,数,*,*,*,*,千,セン,セン,s
万	副詞,一般,*,*,*,*,万,バン,バン,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,i
急	名詞,一般,*,*,*,*,急,キュウ,キュー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
出せ	動詞,自立,*,*,一段,連用形,出せる,ダセ,ダセ,i
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いま	接頭詞,名詞接続,*,*,*,*,いま,イマ,イマ,s
七	名詞,数,*,*,*,*,七,ナナ,ナナ,s
億	名詞,接尾,助数詞,*,*,*,億,オク,オク,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
どない	副詞,一般,*,*,*,*,どない,ドナイ,ドナイ,s
すん	動詞,自立,*,*,サ変・スル撥音便,基本形,する,スン,スン,s
のー	助詞,終助詞,*,*,*,*,の,ノー,ノー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ひどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ひどい,ヒドイ,ヒドイ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほて	接続詞,*,*,*,*,*,ほて,ホテ,ホテ,s
、	記号,読点,*,*,*,*,、,、,、,s
病院	名詞,一般,*,*,*,*,病院,ビョウイン,ビョーイン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
こんなん	名詞,一般,副詞可能,*,*,*,こんなん,コンナン,コンナン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
、	記号,読点,*,*,*,*,、,、,、,i
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
名誉	名詞,形容動詞語幹,*,*,*,*,名誉,メイヨ,メイヨ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほて	接続詞,*,*,*,*,*,ほて,ホテ,ホテ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
それから	接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
ヶ月	名詞,接尾,助数詞,*,*,*,ヶ月,カゲツ,カゲツ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
新聞	名詞,一般,*,*,*,*,新聞,シンブン,シンブン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
載っ	動詞,自立,*,*,五段・ラ行,連用タ接続,載る,ノッ,ノッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
音	名詞,一般,*,*,*,*,音,オト,オト,s
々	記号,一般,*,*,*,*,々,々,々,s
病院	名詞,一般,*,*,*,*,病院,ビョウイン,ビョーイン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
々	記号,一般,*,*,*,*,々,々,々,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
心臓	名詞,一般,*,*,*,*,心臓,シンゾウ,シンゾー,s
移植	名詞,サ変接続,*,*,*,*,移植,イショク,イショク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行か	動詞,自立,*,*,五段・カ行促音便,未然形,行く,イカ,イカ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
イギリス	名詞,固有名詞,地域,国,*,*,イギリス,イギリス,イギリス,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
病気	名詞,サ変接続,*,*,*,*,病気,ビョウキ,ビョーキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
拡張	名詞,サ変接続,*,*,*,*,拡張,カクチョウ,カクチョー,s
型	名詞,接尾,一般,*,*,*,型,ガタ,ガタ,s
心筋	名詞,一般,*,*,*,*,心筋,シンキン,シンキン,s
症	名詞,接尾,一般,*,*,*,症,ショウ,ショー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
病気	名詞,サ変接続,*,*,*,*,病気,ビョウキ,ビョーキ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
行か	動詞,自立,*,*,五段・カ行促音便,未然形,行く,イカ,イカ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
飛行機	名詞,一般,*,*,*,*,飛行機,ヒコウキ,ヒコーキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
死ん	動詞,自立,*,*,五段・ナ行,連用タ接続,死ぬ,シン,シン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
はっ	動詞,自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
記事	名詞,一般,*,*,*,*,記事,キジ,キジ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
載っ	動詞,自立,*,*,五段・ラ行,連用タ接続,載る,ノッ,ノッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ひゃー	副詞,一般,*,*,*,*,ひゃー,ヒャー,ヒャー,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もしか	副詞,助詞類接続,*,*,*,*,もしか,モシカ,モシカ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
よっぽど	副詞,一般,*,*,*,*,よっぽど,ヨッポド,ヨッポド,s
、	記号,読点,*,*,*,*,、,、,、,s
よっぽど	副詞,一般,*,*,*,*,よっぽど,ヨッポド,ヨッポド,s
やり	動詞,自立,*,*,五段・ラ行,連用形,やる,ヤリ,ヤリ,s
たかっ	助動詞,*,*,*,特殊・タイ,連用タ接続,たい,タカッ,タカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そん	名詞,代名詞,一般・撥音便,*,*,*,それ,ソン,ソン,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
、	記号,読点,*,*,*,*,、,、,、,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あか	名詞,一般,*,*,*,*,あか,アカ,アカ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
獲物	名詞,一般,*,*,*,*,獲物,エモノ,エモノ,s
見つけ	動詞,自立,*,*,一段,連用形,見つける,ミツケ,ミツケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
でー	助詞,終助詞,*,*,*,*,で,デー,デー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
びっくり	名詞,サ変接続,*,*,*,*,びっくり,ビックリ,ビックリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
新聞	名詞,一般,*,*,*,*,新聞,シンブン,シンブン,s
載っ	動詞,自立,*,*,五段・ラ行,連用タ接続,載る,ノッ,ノッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えげつない	形容詞,自立,*,*,形容詞・アウオ段,基本形,えげつない,エゲツナイ,エゲツナイ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
丸見え	名詞,一般,*,*,*,*,丸見え,マルミエ,マルミエ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いまいち	副詞,一般,*,*,*,*,いまいち,イマイチ,イマイチ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
にゃ	助詞,特殊,*,*,*,*,にゃ,ニャ,ニャ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そら	名詞,代名詞・縮約形,*,*,*,*,それは,ソラ,ソラ,s
名医	名詞,一般,*,*,*,*,名医,メイイ,メイイ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,s
よー	助詞,終助詞,*,*,*,*,よー,ヨー,ヨー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
けー	助詞,終助詞,*,*,*,*,けー,ケー,ケー,s
、	記号,読点,*,*,*,*,、,、,、,s
名誉	名詞,形容動詞語幹,*,*,*,*,名誉,メイヨ,メイヨ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
博士	名詞,一般,*,*,*,*,博士,ハカセ,ハカセ,s
号	名詞,接尾,助数詞,*,*,*,号,ゴウ,ゴー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ほしい	形容詞,自立,*,*,形容詞・イ段,基本形,ほしい,ホシイ,ホシイ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
おこす	動詞,自立,*,*,五段・サ行,基本形,おこす,オコス,オコス,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
階段	名詞,一般,*,*,*,*,階段,カイダン,カイダン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
上っ	動詞,自立,*,*,五段・ラ行,連用タ接続,上る,ノボッ,ノボッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ハーハーハーハー	感動詞,*,*,*,*,*,ハーハーハーハー,ハーハーハーハー,ハーハーハーハー,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
はん	動詞,非自立,*,*,五段・ラ行撥音便,基本形,はる,ハン,ハン,s
や	助詞,終助詞,*,*,*,*,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そら	名詞,代名詞・縮約形,*,*,*,*,それは,ソラ,ソラ,s
