一本	名詞,固有名詞,地域,一般,*,*,一本,イッポン,イッポン,s
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ,s
雅美	名詞,固有名詞,人名,名,*,*,雅美,マサミ,マサミ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
大体	副詞,一般,*,*,*,*,大体,ダイタイ,ダイタイ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
平凡	名詞,形容動詞語幹,*,*,*,*,平凡,ヘイボン,ヘイボン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ,s
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
平凡	名詞,形容動詞語幹,*,*,*,*,平凡,ヘイボン,ヘイボン,s
や	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤ,ヤ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
後で	副詞,一般,*,*,*,*,後で,アトデ,アトデ,i
兵庫	名詞,固有名詞,地域,一般,*,*,兵庫,ヒョウゴ,ヒョーゴ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,i
とこ	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続・縮約形,て＋おく,トコ,トコ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
市	名詞,接尾,地域,*,*,*,市,シ,シ,i
、	記号,読点,*,*,*,*,、,、,、,i
町	名詞,一般,*,*,*,*,町,マチ,マチ,i
、	記号,読点,*,*,*,*,、,、,、,i
村	名詞,一般,*,*,*,*,村,ムラ,ムラ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
都道府県	名詞,一般,*,*,*,*,都道府県,トドウフケン,トドーフケン,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
市	名詞,一般,*,*,*,*,市,シ,シ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
都道府県	名詞,一般,*,*,*,*,都道府県,トドウフケン,トドーフケン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,i
都道府県	名詞,一般,*,*,*,*,都道府県,トドウフケン,トドーフケン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やから	接続詞,*,*,*,*,*,やから,ヤカラ,ヤカラ,i
兵庫	名詞,固有名詞,地域,一般,*,*,兵庫,ヒョウゴ,ヒョーゴ,i
県	名詞,接尾,地域,*,*,*,県,ケン,ケン,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
兵庫	名詞,固有名詞,地域,一般,*,*,兵庫,ヒョウゴ,ヒョーゴ,s
県	名詞,接尾,地域,*,*,*,県,ケン,ケン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
字	名詞,一般,*,*,*,*,字,ジ,ジ,i
綺麗	名詞,形容動詞語幹,*,*,*,*,綺麗,キレイ,キレイ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
のー	助詞,終助詞,*,*,*,*,の,ノー,ノー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
字	名詞,一般,*,*,*,*,字,ジ,ジ,i
綺麗	名詞,形容動詞語幹,*,*,*,*,綺麗,キレイ,キレイ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
斜め	名詞,形容動詞語幹,*,*,*,*,斜め,ナナメ,ナナメ,i
具合	名詞,一般,*,*,*,*,具合,グアイ,グアイ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やから	接続詞,*,*,*,*,*,やから,ヤカラ,ヤカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
市町村	名詞,一般,*,*,*,*,市町村,シチョウソン,シチョーソン,s
、	記号,読点,*,*,*,*,、,、,、,s
生まれ	動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
所	名詞,非自立,副詞可能,*,*,*,所,トコロ,トコロ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
日野	名詞,固有名詞,地域,一般,*,*,日野,ヒノ,ヒノ,s
村	名詞,接尾,地域,*,*,*,村,ムラ,ムラ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
書く	動詞,自立,*,*,五段・カ行イ音便,基本形,書く,カク,カク,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とこ	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続・縮約形,て＋おく,トコ,トコ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,i
補足	名詞,サ変接続,*,*,*,*,補足,ホソク,ホソク,i
いる	動詞,自立,*,*,五段・ラ行,基本形,いる,イル,イル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
言え	動詞,自立,*,*,一段,連用形,言える,イエ,イエ,i
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	動詞,自立,*,*,サ変・スル,未然形,する,セ,セ,s
やっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日野	名詞,固有名詞,地域,一般,*,*,日野,ヒノ,ヒノ,i
村	名詞,接尾,地域,*,*,*,村,ムラ,ムラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
近江	名詞,固有名詞,地域,一般,*,*,近江,オウミ,オーミ,s
、	記号,読点,*,*,*,*,、,、,、,s
近江	名詞,固有名詞,地域,一般,*,*,近江,オウミ,オーミ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
日野	名詞,固有名詞,地域,一般,*,*,日野,ヒノ,ヒノ,s
村	名詞,接尾,地域,*,*,*,村,ムラ,ムラ,s
て	助詞,格助詞,引用,*,*,*,て,テ,テ,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
直す	動詞,自立,*,*,五段・サ行,基本形,直す,ナオス,ナオス,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
直し	動詞,自立,*,*,五段・サ行,連用形,直す,ナオシ,ナオシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ええ	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
が	助詞,終助詞,*,*,*,*,が,ガ,ガ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
出生	名詞,サ変接続,*,*,*,*,出生,シュッショウ,シュッショー,s
地区	名詞,一般,*,*,*,*,地区,チク,チク,s
、	記号,読点,*,*,*,*,、,、,、,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
、	記号,読点,*,*,*,*,、,、,、,s
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
出身	名詞,一般,*,*,*,*,出身,シュッシン,シュッシン,s
地	名詞,接尾,一般,*,*,*,地,チ,チ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
出身	名詞,一般,*,*,*,*,出身,シュッシン,シュッシン,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
出生	名詞,サ変接続,*,*,*,*,出生,シュッショウ,シュッショー,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
生まれ	動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
育っ	動詞,自立,*,*,五段・タ行,連用タ接続,育つ,ソダッ,ソダッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
同上	名詞,一般,*,*,*,*,同上,ドウジョウ,ドージョー,s
項	名詞,接尾,助数詞,*,*,*,項,コウ,コー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
適当	名詞,形容動詞語幹,*,*,*,*,適当,テキトウ,テキトー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ,s
、	記号,読点,*,*,*,*,、,、,、,s
兵庫	名詞,固有名詞,地域,一般,*,*,兵庫,ヒョウゴ,ヒョーゴ,s
県	名詞,接尾,地域,*,*,*,県,ケン,ケン,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんなら	接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
時分	名詞,一般,*,*,*,*,時分,ジブン,ジブン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
日野	名詞,固有名詞,地域,一般,*,*,日野,ヒノ,ヒノ,s
村	名詞,接尾,地域,*,*,*,村,ムラ,ムラ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,i
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
野球	名詞,一般,*,*,*,*,野球,ヤキュウ,ヤキュー,s
大会	名詞,一般,*,*,*,*,大会,タイカイ,タイカイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
さかいに	助詞,接続助詞,*,*,*,*,さかいに,サカイニ,サカイニ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
、	記号,読点,*,*,*,*,、,、,、,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
日野	名詞,固有名詞,地域,一般,*,*,日野,ヒノ,ヒノ,i
村	名詞,接尾,地域,*,*,*,村,ムラ,ムラ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
野々村	名詞,固有名詞,人名,姓,*,*,野々村,ノノムラ,ノノムラ,i
思い出さ	動詞,自立,*,*,五段・サ行,未然形,思い出す,オモイダサ,オモイダサ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
号泣	名詞,サ変接続,*,*,*,*,号泣,ゴウキュウ,ゴーキュー,i
議員	名詞,一般,*,*,*,*,議員,ギイン,ギイン,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
野々村	名詞,固有名詞,人名,姓,*,*,野々村,ノノムラ,ノノムラ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
泣き	動詞,自立,*,*,五段・カ行イ音便,連用形,泣く,ナキ,ナキ,i
方	名詞,接尾,一般,*,*,*,方,カタ,カタ,i
面白かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,面白い,オモシロカッ,オモシロカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
世	名詞,一般,*,*,*,*,世,ヨ,ヨ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
現住所	名詞,一般,*,*,*,*,現住所,ゲンジュウショ,ゲンジューショ,s
、	記号,読点,*,*,*,*,、,、,、,s
兵庫	名詞,固有名詞,地域,一般,*,*,兵庫,ヒョウゴ,ヒョーゴ,s
県	名詞,接尾,地域,*,*,*,県,ケン,ケン,s
書く	動詞,自立,*,*,五段・カ行イ音便,基本形,書く,カク,カク,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,i
スキップ	名詞,サ変接続,*,*,*,*,スキップ,スキップ,スキップ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
最終	名詞,一般,*,*,*,*,最終,サイシュウ,サイシュー,i
学歴	名詞,一般,*,*,*,*,学歴,ガクレキ,ガクレキ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なら	接続詞,*,*,*,*,*,なら,ナラ,ナラ,s
、	記号,読点,*,*,*,*,、,、,、,s
入れん	動詞,自立,*,*,一段撥音便,基本形,入れる,ハイレン,ハイレン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
EOS
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
職業	名詞,一般,*,*,*,*,職業,ショクギョウ,ショクギョー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
職業	名詞,一般,*,*,*,*,職業,ショクギョウ,ショクギョー,s
書く	動詞,自立,*,*,五段・カ行イ音便,基本形,書く,カク,カク,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
建築	名詞,サ変接続,*,*,*,*,建築,ケンチク,ケンチク,s
板金	名詞,一般,*,*,*,*,板金,バンキン,バンキン,s
業	名詞,接尾,一般,*,*,*,業,ギョウ,ギョー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
書く	動詞,自立,*,*,五段・カ行イ音便,基本形,書く,カク,カク,s
