お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
、	記号,読点,*,*,*,*,、,、,、,s
あい	名詞,固有名詞,人名,名,*,*,あい,アイ,アイ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
大きな	連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ,s
声	名詞,一般,*,*,*,*,声,コエ,コエ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
喋ら	動詞,自立,*,*,五段・ラ行,未然形,喋る,シャベラ,シャベラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
EOS
うそ	感動詞,*,*,*,*,*,うそ,ウソ,ウソ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
発音	名詞,サ変接続,*,*,*,*,発音,ハツオン,ハツオン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
イントネーション	名詞,一般,*,*,*,*,イントネーション,イントネーション,イントネーション,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まー	フィラー,*,*,*,*,*,まー,マー,マー,s
たとえば	接続詞,*,*,*,*,*,たとえば,タトエバ,タトエバ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
ありがとう	感動詞,*,*,*,*,*,ありがとう,アリガトウ,アリガトー,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
ありがとう	感動詞,*,*,*,*,*,ありがとう,アリガトウ,アリガトー,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んな	連体詞,*,*,*,*,*,んな,ンナ,ンナ,s
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
ありがとう	感動詞,*,*,*,*,*,ありがとう,アリガトウ,アリガトー,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
らへん	名詞,接尾,一般,*,*,*,らへん,ラヘン,ラヘン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
いっぺんに	副詞,一般,*,*,*,*,いっぺんに,イッペンニ,イッペンニ,s
タクシー	名詞,一般,*,*,*,*,タクシー,タクシー,タクシー,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
乗っ	動詞,自立,*,*,五段・ラ行,連用タ接続,乗る,ノッ,ノッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
関西	名詞,固有名詞,地域,一般,*,*,関西,カンサイ,カンサイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,s
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
いくら	副詞,一般,*,*,*,*,いくら,イクラ,イクラ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
聞く	動詞,自立,*,*,五段・カ行イ音便,基本形,聞く,キク,キク,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
なんぼ	副詞,助詞類接続,*,*,*,*,なんぼ,ナンボ,ナンボ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
なんぼ	名詞,一般,*,*,*,*,なんぼ,ナンボ,ナンボ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
いろいろ	副詞,助詞類接続,*,*,*,*,いろいろ,イロイロ,イロイロ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
関西	名詞,固有名詞,地域,一般,*,*,関西,カンサイ,カンサイ,s
弁	名詞,接尾,一般,*,*,*,弁,ベン,ベン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
楽	名詞,形容動詞語幹,*,*,*,*,楽,ラク,ラク,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
関西	名詞,固有名詞,地域,一般,*,*,関西,カンサイ,カンサイ,s
弁	名詞,接尾,一般,*,*,*,弁,ベン,ベン,s
喋ら	動詞,自立,*,*,五段・ラ行,未然形,喋る,シャベラ,シャベラ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
ちろっと	副詞,一般,*,*,*,*,ちろっと,チロット,チロット,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
見	動詞,自立,*,*,一段,未然形,見る,ミ,ミ,s
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
いや	名詞,形容動詞語幹,*,*,*,*,いや,イヤ,イヤ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まー	フィラー,*,*,*,*,*,まー,マー,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
こんなん	名詞,一般,副詞可能,*,*,*,こんなん,コンナン,コンナン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
あきまへん	感動詞,*,*,*,*,*,あきまへん,アキマヘン,アキマヘン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
京都	名詞,固有名詞,地域,一般,*,*,京都,キョウト,キョート,s
弁	名詞,接尾,一般,*,*,*,弁,ベン,ベン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あきまへん	感動詞,*,*,*,*,*,あきまへん,アキマヘン,アキマヘン,i
、	記号,読点,*,*,*,*,、,、,、,i
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
たしかに	副詞,一般,*,*,*,*,たしかに,タシカニ,タシカニ,i
京都	名詞,固有名詞,地域,一般,*,*,京都,キョウト,キョート,i
っぽい	形容詞,接尾,*,*,形容詞・アウオ段,基本形,っぽい,ッポイ,ッポイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
こんなん	名詞,一般,副詞可能,*,*,*,こんなん,コンナン,コンナン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
、	記号,読点,*,*,*,*,、,、,、,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あきまへん	感動詞,*,*,*,*,*,あきまへん,アキマヘン,アキマヘン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
確か	名詞,形容動詞語幹,*,*,*,*,確か,タシカ,タシカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あきまへん	感動詞,*,*,*,*,*,あきまへん,アキマヘン,アキマヘン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
たしかに	副詞,一般,*,*,*,*,たしかに,タシカニ,タシカニ,s
言え	動詞,自立,*,*,一段,未然形,言える,イエ,イエ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
あきまへん	感動詞,*,*,*,*,*,あきまへん,アキマヘン,アキマヘン,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
いま	名詞,副詞可能,*,*,*,*,いま,イマ,イマ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
同士	名詞,一般,*,*,*,*,同士,ドウシ,ドーシ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
帰ろ	動詞,自立,*,*,五段・ラ行,未然ウ接続,帰る,カエロ,カエロ,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんなん	接続詞,*,*,*,*,*,ほんなん,ホンナン,ホンナン,s
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
帰ろ	動詞,自立,*,*,五段・ラ行,未然ウ接続,帰る,カエロ,カエロ,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やから	接続詞,*,*,*,*,*,やから,ヤカラ,ヤカラ,s
楽	名詞,形容動詞語幹,*,*,*,*,楽,ラク,ラク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
楽	名詞,形容動詞語幹,*,*,*,*,楽,ラク,ラク,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
