始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,i
英語	名詞,一般,*,*,*,*,英語,エイゴ,エイゴ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ペラペラ	副詞,一般,*,*,*,*,ペラペラ,ペラペラ,ペラペラ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
かわいい	形容詞,自立,*,*,形容詞・イ段,基本形,かわいい,カワイイ,カワイイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やばい	形容詞,自立,*,*,形容詞・アウオ段,基本形,やばい,ヤバイ,ヤバイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
憧れ	動詞,自立,*,*,一段,連用形,憧れる,アコガレ,アコガレ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
憧れる	動詞,自立,*,*,一段,基本形,憧れる,アコガレル,アコガレル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
ダンサー	名詞,一般,*,*,*,*,ダンサー,ダンサー,ダンサー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
栄養士	名詞,一般,*,*,*,*,栄養士,エイヨウシ,エイヨーシ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いやー	感動詞,*,*,*,*,*,いやー,イヤー,イヤー,s
、	記号,読点,*,*,*,*,、,、,、,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
現実	名詞,一般,*,*,*,*,現実,ゲンジツ,ゲンジツ,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
栄養士	名詞,一般,*,*,*,*,栄養士,エイヨウシ,エイヨーシ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
続け	動詞,自立,*,*,一段,連用形,続ける,ツヅケ,ツズケ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
教え	動詞,自立,*,*,一段,連用形,教える,オシエ,オシエ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
習い	名詞,一般,*,*,*,*,習い,ナライ,ナライ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
また	接続詞,*,*,*,*,*,また,マタ,マタ,i
聞か	動詞,自立,*,*,五段・カ行イ音便,未然形,聞く,キカ,キカ,i
せ	動詞,接尾,*,*,一段,連用形,せる,セ,セ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
や	助詞,終助詞,*,*,*,*,や,ヤ,ヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
、	記号,読点,*,*,*,*,、,、,、,i
がんばっ	動詞,自立,*,*,五段・ラ行,連用タ接続,がんばる,ガンバッ,ガンバッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
楽しみ	名詞,一般,*,*,*,*,楽しみ,タノシミ,タノシミ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,s
始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
夢	名詞,一般,*,*,*,*,夢,ユメ,ユメ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
いつ	名詞,代名詞,一般,*,*,*,いつ,イツ,イツ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
教え	動詞,自立,*,*,一段,連用形,教える,オシエ,オシエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
、	記号,読点,*,*,*,*,、,、,、,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
やり	動詞,自立,*,*,五段・ラ行,連用形,やる,ヤリ,ヤリ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
しまっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
時給	名詞,一般,*,*,*,*,時給,ジキュウ,ジキュー,i
なんぼ	副詞,助詞類接続,*,*,*,*,なんぼ,ナンボ,ナンボ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
時給	名詞,一般,*,*,*,*,時給,ジキュウ,ジキュー,s
制	名詞,サ変接続,*,*,*,*,制,セイ,セイ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
何	名詞,数,*,*,*,*,何,ナン,ナン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
掛ける	動詞,自立,*,*,一段,基本形,掛ける,カケル,カケル,s
いくらか	副詞,一般,*,*,*,*,いくらか,イクラカ,イクラカ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
変わる	動詞,自立,*,*,五段・ラ行,基本形,変わる,カワル,カワル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ダンサー	名詞,一般,*,*,*,*,ダンサー,ダンサー,ダンサー,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
レッスン	名詞,一般,*,*,*,*,レッスン,レッスン,レッスン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
数	名詞,一般,*,*,*,*,数,カズ,カズ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
生徒	名詞,一般,*,*,*,*,生徒,セイト,セイト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
来る	動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
儲かっ	動詞,自立,*,*,五段・ラ行,連用タ接続,儲かる,モウカッ,モーカッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
生活	名詞,サ変接続,*,*,*,*,生活,セイカツ,セイカツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
一部	名詞,副詞可能,*,*,*,*,一部,イチブ,イチブ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
難しい	形容詞,自立,*,*,形容詞・イ段,基本形,難しい,ムズカシイ,ムズカシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
引退	名詞,サ変接続,*,*,*,*,引退,インタイ,インタイ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
体	名詞,一般,*,*,*,*,体,カラダ,カラダ,s
壊し	動詞,自立,*,*,五段・サ行,連用形,壊す,コワシ,コワシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
やめる	動詞,自立,*,*,一段,基本形,やめる,ヤメル,ヤメル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
続け	動詞,自立,*,*,一段,連用形,続ける,ツヅケ,ツズケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
過ぎ	動詞,自立,*,*,一段,連用形,過ぎる,スギ,スギ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
きつく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,きつい,キツク,キツク,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
au	名詞,固有名詞,一般,*,*,*,au,au,au,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
xperia	名詞,固有名詞,一般,*,*,*,xperia,xperia,xperia,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
CM	名詞,一般,*,*,*,*,CM,CM,CM,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
LED	名詞,固有名詞,一般,*,*,*,LED,LED,LED,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
つけ	動詞,自立,*,*,一段,連用形,つける,ツケ,ツケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ダンサー	名詞,一般,*,*,*,*,ダンサー,ダンサー,ダンサー,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
過ぎ	動詞,自立,*,*,一段,連用形,過ぎる,スギ,スギ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
見え	動詞,自立,*,*,一段,未然形,見える,ミエ,ミエ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
、	記号,読点,*,*,*,*,、,、,、,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
代	名詞,接尾,助数詞,*,*,*,代,ダイ,ダイ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
代	名詞,接尾,助数詞,*,*,*,代,ダイ,ダイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
飯	名詞,一般,*,*,*,*,飯,メシ,メシ,i
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ご飯	名詞,一般,*,*,*,*,ご飯,ゴハン,ゴハン,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
そろそろ	副詞,助詞類接続,*,*,*,*,そろそろ,ソロソロ,ソロソロ,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
代	名詞,接尾,助数詞,*,*,*,代,ダイ,ダイ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
やめ	動詞,自立,*,*,一段,連用形,やめる,ヤメ,ヤメ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
すん	動詞,自立,*,*,五段・ラ行撥音便,基本形,する,スン,スン,i
ねん	名詞,非自立,一般,*,*,*,ねん,ネン,ネン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
プロデュース	名詞,サ変接続,*,*,*,*,プロデュース,プロデュース,プロデュース,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
