緊張	名詞,サ変接続,*,*,*,*,緊張,キンチョウ,キンチョー,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
、	記号,読点,*,*,*,*,、,、,、,i
超	接頭詞,形容詞接続,*,*,*,*,超,チョウ,チョー,i
素敵	名詞,形容動詞語幹,*,*,*,*,素敵,ステキ,ステキ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,i
、	記号,読点,*,*,*,*,、,、,、,i
国際	名詞,一般,*,*,*,*,国際,コクサイ,コクサイ,i
恋愛	名詞,サ変接続,*,*,*,*,恋愛,レンアイ,レンアイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,i
、	記号,読点,*,*,*,*,、,、,、,i
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
、	記号,読点,*,*,*,*,、,、,、,i
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
上手い	形容詞,自立,*,*,形容詞・アウオ段,基本形,上手い,ウマイ,ウマイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
僕	名詞,代名詞,一般,*,*,*,僕,ボク,ボク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
、	記号,読点,*,*,*,*,、,、,、,s
喋る	動詞,自立,*,*,五段・ラ行,基本形,喋る,シャベル,シャベル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,i
、	記号,読点,*,*,*,*,、,、,、,i
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
喋る	動詞,自立,*,*,五段・ラ行,基本形,喋る,シャベル,シャベル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
彼女	名詞,代名詞,一般,*,*,*,彼女,カノジョ,カノジョ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
素敵	名詞,形容動詞語幹,*,*,*,*,素敵,ステキ,ステキ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
、	記号,読点,*,*,*,*,、,、,、,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いやいやいや	感動詞,*,*,*,*,*,いやいやいや,イヤイヤイヤ,イヤイヤイヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
、	記号,読点,*,*,*,*,、,、,、,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
、	記号,読点,*,*,*,*,、,、,、,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
付き合っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,付き合う,ツキアッ,ツキアッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
、	記号,読点,*,*,*,*,、,、,、,s
恋愛	名詞,サ変接続,*,*,*,*,恋愛,レンアイ,レンアイ,s
話	名詞,接尾,サ変接続,*,*,*,話,バナシ,バナシ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
入る	動詞,自立,*,*,五段・ラ行,基本形,入る,ハイル,ハイル,i
、	記号,読点,*,*,*,*,、,、,、,i
入る	動詞,自立,*,*,五段・ラ行,基本形,入る,ハイル,ハイル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
聞き	動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
質問	名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン,i
リスト	名詞,一般,*,*,*,*,リスト,リスト,リスト,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
け	助詞,終助詞,*,*,*,*,け,ケ,ケ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
楽しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,楽しい,タノシカッ,タノシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
大事	名詞,一般,*,*,*,*,大事,オオゴト,オーゴト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
おれ	名詞,代名詞,一般,*,*,*,おれ,オレ,オレ,s
、	記号,読点,*,*,*,*,、,、,、,s
けっこう	副詞,一般,*,*,*,*,けっこう,ケッコウ,ケッコー,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
大事	名詞,一般,*,*,*,*,大事,オオゴト,オーゴト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
、	記号,読点,*,*,*,*,、,、,、,i
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
さっき	名詞,副詞可能,*,*,*,*,さっき,サッキ,サッキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
喋ら	動詞,自立,*,*,五段・ラ行,未然形,喋る,シャベラ,シャベラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
シーンッて	副詞,一般,*,*,*,*,シーンッて,シーンッテ,シーンッテ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
沈黙	名詞,サ変接続,*,*,*,*,沈黙,チンモク,チンモク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああいう	連体詞,*,*,*,*,*,ああいう,アアイウ,アーユウ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
瞬間	名詞,副詞可能,*,*,*,*,瞬間,シュンカン,シュンカン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
難しい	形容詞,自立,*,*,形容詞・イ段,基本形,難しい,ムズカシイ,ムズカシイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
沈黙	名詞,サ変接続,*,*,*,*,沈黙,チンモク,チンモク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
遣う	動詞,自立,*,*,五段・ワ行促音便,基本形,遣う,ツカウ,ツカウ,s
、	記号,読点,*,*,*,*,、,、,、,s
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
喋ろ	動詞,自立,*,*,五段・ラ行,未然ウ接続,喋る,シャベロ,シャベロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
雰囲気	名詞,一般,*,*,*,*,雰囲気,フンイキ,フンイキ,s
悪く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,悪い,ワルク,ワルク,s
なら	動詞,自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
喋ろ	動詞,自立,*,*,五段・ラ行,未然ウ接続,喋る,シャベロ,シャベロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
考え	動詞,自立,*,*,一段,未然形,考える,カンガエ,カンガエ,s
ず	助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
沈黙	名詞,サ変接続,*,*,*,*,沈黙,チンモク,チンモク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
楽しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,楽しい,タノシカッ,タノシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
考え	動詞,自立,*,*,一段,未然形,考える,カンガエ,カンガエ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
彼女	名詞,代名詞,一般,*,*,*,彼女,カノジョ,カノジョ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,i
喋る	動詞,自立,*,*,五段・ラ行,基本形,喋る,シャベル,シャベル,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
彼女	名詞,代名詞,一般,*,*,*,彼女,カノジョ,カノジョ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
喋る	動詞,自立,*,*,五段・ラ行,基本形,喋る,シャベル,シャベル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ぽい	形容詞,接尾,*,*,形容詞・アウオ段,基本形,ぽい,ポイ,ポイ,i
ぽい	形容詞,接尾,*,*,形容詞・アウオ段,基本形,ぽい,ポイ,ポイ,i
ぽい	形容詞,接尾,*,*,形容詞・アウオ段,基本形,ぽい,ポイ,ポイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
彼女	名詞,代名詞,一般,*,*,*,彼女,カノジョ,カノジョ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
彼女	名詞,代名詞,一般,*,*,*,彼女,カノジョ,カノジョ,s
パスポート	名詞,一般,*,*,*,*,パスポート,パスポート,パスポート,s
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
