出身	名詞,一般,*,*,*,*,出身,シュッシン,シュッシン,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
飼っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,飼う,カッ,カッ,i
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ううん	感動詞,*,*,*,*,*,ううん,ウウン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とき	名詞,非自立,一般,*,*,*,とき,トキ,トキ,s
飼っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,飼う,カッ,カッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
由来	副詞,一般,*,*,*,*,由来,ユライ,ユライ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
由来	副詞,一般,*,*,*,*,由来,ユライ,ユライ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
桃	名詞,一般,*,*,*,*,桃,モモ,モモ,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
、	記号,読点,*,*,*,*,、,、,、,s
桃	名詞,一般,*,*,*,*,桃,モモ,モモ,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,s
桃	名詞,一般,*,*,*,*,桃,モモ,モモ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
もも	名詞,一般,*,*,*,*,もも,モモ,モモ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
名付け親	名詞,一般,*,*,*,*,名付け親,ナヅケオヤ,ナズケオヤ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
待っ	動詞,自立,*,*,五段・タ行,連用タ接続,待つ,マッ,マッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,i
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
桃	名詞,一般,*,*,*,*,桃,モモ,モモ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ポックシュンア	感動詞,*,*,*,*,*,ポックシュンア,ポックシュンア,ポックシュンア,s
EOS
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,i
そっち	名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,s
じゃん	助動詞,*,*,*,特殊・ジャ,基本形,じゃん,ジャン,ジャン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ポックシュンア	感動詞,*,*,*,*,*,ポックシュンア,ポックシュンア,ポックシュンア,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ポックシュンア	感動詞,*,*,*,*,*,ポックシュンア,ポックシュンア,ポックシュンア,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
イメージ	名詞,サ変接続,*,*,*,*,イメージ,イメージ,イメージ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
強い	形容詞,自立,*,*,形容詞・アウオ段,基本形,強い,ツヨイ,ツヨイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
もも	名詞,一般,*,*,*,*,もも,モモ,モモ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
イメージ	名詞,サ変接続,*,*,*,*,イメージ,イメージ,イメージ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
強い	形容詞,自立,*,*,形容詞・アウオ段,基本形,強い,ツヨイ,ツヨイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
付け	動詞,自立,*,*,一段,連用形,付ける,ツケ,ツケ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
桃	名詞,一般,*,*,*,*,桃,モモ,モモ,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ジュース	名詞,一般,*,*,*,*,ジュース,ジュース,ジュース,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
桃	名詞,一般,*,*,*,*,桃,モモ,モモ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ジュース	名詞,一般,*,*,*,*,ジュース,ジュース,ジュース,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
桃	名詞,一般,*,*,*,*,桃,モモ,モモ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ジュース	名詞,一般,*,*,*,*,ジュース,ジュース,ジュース,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
桃	名詞,一般,*,*,*,*,桃,モモ,モモ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ジュース	名詞,一般,*,*,*,*,ジュース,ジュース,ジュース,s
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
平仮名	名詞,一般,*,*,*,*,平仮名,ヒラガナ,ヒラガナ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
桃	名詞,一般,*,*,*,*,桃,モモ,モモ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,s
、	記号,読点,*,*,*,*,、,、,、,s
もも	名詞,一般,*,*,*,*,もも,モモ,モモ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
可愛い	形容詞,自立,*,*,形容詞・イ段,基本形,可愛い,カワイイ,カワイイ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ピンク色	名詞,一般,*,*,*,*,ピンク色,ピンクイロ,ピンクイロ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
で	接続詞,*,*,*,*,*,で,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,i
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,i
っけ	助詞,終助詞,*,*,*,*,っけ,ッケ,ッケ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
、	記号,読点,*,*,*,*,、,、,、,s
七	名詞,数,*,*,*,*,七,ナナ,ナナ,s
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
お婆さん	名詞,一般,*,*,*,*,お婆さん,オバアサン,オバーサン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もも	名詞,一般,*,*,*,*,もも,モモ,モモ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
びっくり	名詞,サ変接続,*,*,*,*,びっくり,ビックリ,ビックリ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
犬	名詞,一般,*,*,*,*,犬,イヌ,イヌ,i
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,i
飼っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,飼う,カッ,カッ,i
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
犬	名詞,一般,*,*,*,*,犬,イヌ,イヌ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
関学	名詞,固有名詞,組織,*,*,*,関学,カンガク,カンガク,i
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
帰る	動詞,自立,*,*,五段・ラ行,基本形,帰る,カエル,カエル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
大学院	名詞,一般,*,*,*,*,大学院,ダイガクイン,ダイガクイン,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ヨーロッパ	名詞,固有名詞,地域,一般,*,*,ヨーロッパ,ヨーロッパ,ヨーロッパ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
アメリカ	名詞,固有名詞,地域,国,*,*,アメリカ,アメリカ,アメリカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
留学	名詞,サ変接続,*,*,*,*,留学,リュウガク,リューガク,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
帰り	動詞,自立,*,*,五段・ラ行,連用形,帰る,カエリ,カエリ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
とか	動詞,非自立,*,*,五段・カ行イ音便,未然形・縮約形,て＋おく,トカ,トカ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
おいで	名詞,一般,*,*,*,*,おいで,オイデ,オイデ,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
