木村	名詞,固有名詞,人名,姓,*,*,木村,キムラ,キムラ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
何人	名詞,一般,*,*,*,*,何人,ナニビト,ナニビト,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
飛び入り	名詞,一般,*,*,*,*,飛び入り,トビイリ,トビイリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
どんどん	副詞,助詞類接続,*,*,*,*,どんどん,ドンドン,ドンドン,s
どーん	副詞,一般,*,*,*,*,どーん,ドーン,ドーン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
おっさん	名詞,一般,*,*,*,*,おっさん,オッサン,オッサン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
組	名詞,接尾,助数詞,*,*,*,組,クミ,クミ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
ポプリ	名詞,一般,*,*,*,*,ポプリ,ポプリ,ポプリ,s
やら	動詞,自立,*,*,五段・ラ行,未然形,やる,ヤラ,ヤラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	副詞,一般,*,*,*,*,あー,アー,アー,s
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
ちゃう	動詞,非自立,*,*,五段・ワ行促音便,基本形,ちゃう,チャウ,チャウ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
おっさん	名詞,一般,*,*,*,*,おっさん,オッサン,オッサン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,s
っ	助詞,格助詞・縮約形,連語,*,*,*,って,ッ,ッ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
おっさん	名詞,一般,*,*,*,*,おっさん,オッサン,オッサン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
もくもくと	副詞,一般,*,*,*,*,もくもくと,モクモクト,モクモクト,s
ポプリ	名詞,一般,*,*,*,*,ポプリ,ポプリ,ポプリ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ふーん	感動詞,*,*,*,*,*,ふーん,フーン,フーン,i
、	記号,読点,*,*,*,*,、,、,、,i
いろんな	連体詞,*,*,*,*,*,いろんな,イロンナ,イロンナ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,i
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いろんな	連体詞,*,*,*,*,*,いろんな,イロンナ,イロンナ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
香港	名詞,固有名詞,地域,一般,*,*,香港,ホンコン,ホンコン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ,s
香港	名詞,固有名詞,地域,一般,*,*,香港,ホンコン,ホンコン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,思う,オモ,オモ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	副詞,一般,*,*,*,*,えー,エー,エー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
香港	名詞,固有名詞,地域,一般,*,*,香港,ホンコン,ホンコン,i
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
中国人	名詞,一般,*,*,*,*,中国人,チュウゴクジン,チューゴクジン,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
目	名詞,一般,*,*,*,*,目,メ,メ,s
細く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,細い,ホソク,ホソク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
え	感動詞,*,*,*,*,*,え,エ,エ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
なお	接続詞,*,*,*,*,*,なお,ナオ,ナオ,s
化粧	名詞,サ変接続,*,*,*,*,化粧,ケショウ,ケショー,s
せえ	動詞,自立,*,*,サ変・スル,未然形・長音化,する,セエ,セー,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
女	名詞,一般,*,*,*,*,女,オンナ,オンナ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
まんま	名詞,非自立,副詞可能,*,*,*,まんま,マンマ,マンマ,s
香港	名詞,固有名詞,地域,一般,*,*,香港,ホンコン,ホンコン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
あんま	副詞,助詞類接続・縮約形,*,*,*,*,あんまり,アンマ,アンマ,s
せえ	動詞,自立,*,*,サ変・スル,未然形・長音化,する,セエ,セー,s
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,s
中国人	名詞,一般,*,*,*,*,中国人,チュウゴクジン,チューゴクジン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
せえ	動詞,自立,*,*,サ変・スル,未然形・長音化,する,セエ,セー,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
ちゃう	動詞,非自立,*,*,五段・ワ行促音便,基本形,ちゃう,チャウ,チャウ,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
キャップ	名詞,一般,*,*,*,*,キャップ,キャップ,キャップ,s
かぶっ	動詞,自立,*,*,五段・ラ行,連用タ接続,かぶる,カブッ,カブッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
男女	名詞,一般,*,*,*,*,男女,ダンジョ,ダンジョ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,副詞可能,*,*,*,*,あと,アト,アト,s
、	記号,読点,*,*,*,*,、,、,、,s
キャノン	名詞,固有名詞,組織,*,*,*,キャノン,キャノン,キャノン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
でかい	形容詞,自立,*,*,形容詞・アウオ段,基本形,でかい,デカイ,デカイ,s
袋	名詞,一般,*,*,*,*,袋,フクロ,フクロ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
カメラ	名詞,一般,*,*,*,*,カメラ,カメラ,カメラ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
ぶら下げ	動詞,自立,*,*,一段,連用形,ぶら下げる,ブラサゲ,ブラサゲ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
香港	名詞,固有名詞,地域,一般,*,*,香港,ホンコン,ホンコン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へーえ	感動詞,*,*,*,*,*,へーえ,ヘーエ,ヘー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
あまり	副詞,助詞類接続,*,*,*,*,あまり,アマリ,アマリ,i
嬉し	形容詞,自立,*,*,形容詞・イ段,連用テ接続・縮約形,嬉しい,ウレシ,ウレシ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
のん	助詞,終助詞,*,*,*,*,のん,ノン,ノン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
嬉しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,嬉しい,ウレシク,ウレシク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まじで	感動詞,*,*,*,*,*,まじで,マジデ,マジデ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
すっぴん	名詞,一般,*,*,*,*,すっぴん,スッピン,スッピン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
一つ	名詞,一般,*,*,*,*,一つ,ヒトツ,ヒトツ,s
くくり	動詞,自立,*,*,五段・ラ行,連用形,くくる,ククリ,ククリ,s
で	動詞,非自立,*,*,一段,連用形,でる,デ,デ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
余計	副詞,一般,*,*,*,*,余計,ヨケイ,ヨケイ,s
見え	動詞,自立,*,*,一段,連用形,見える,ミエ,ミエ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しら	動詞,自立,*,*,五段・ラ行,未然形,しる,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
イメージ	名詞,サ変接続,*,*,*,*,イメージ,イメージ,イメージ,i
化粧	名詞,サ変接続,*,*,*,*,化粧,ケショウ,ケショー,i
濃い	形容詞,自立,*,*,形容詞・アウオ段,基本形,濃い,コイ,コイ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あー	副詞,一般,*,*,*,*,あー,アー,アー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
香港	名詞,固有名詞,地域,一般,*,*,香港,ホンコン,ホンコン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
びっくり	名詞,サ変接続,*,*,*,*,びっくり,ビックリ,ビックリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
ほど	助詞,副助詞,*,*,*,*,ほど,ホド,ホド,s
マナー	名詞,一般,*,*,*,*,マナー,マナー,マナー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
悪く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,悪い,ワルク,ワルク,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
変	名詞,一般,*,*,*,*,変,ヘン,ヘン,i
癖	名詞,接尾,一般,*,*,*,癖,ヘキ,ヘキ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
癖	名詞,一般,*,*,*,*,癖,クセ,クセ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
無かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,無い,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
びっくり	名詞,サ変接続,*,*,*,*,びっくり,ビックリ,ビックリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
旅	名詞,サ変接続,*,*,*,*,旅,タビ,タビ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
