普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
工芸	名詞,一般,*,*,*,*,工芸,コウゲイ,コーゲイ,s
繊維	名詞,一般,*,*,*,*,繊維,センイ,センイ,s
受から	動詞,自立,*,*,五段・ラ行,未然形,受かる,ウカラ,ウカラ,s
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
よかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
工芸	名詞,一般,*,*,*,*,工芸,コウゲイ,コーゲイ,i
繊維	名詞,一般,*,*,*,*,繊維,センイ,センイ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
やり	動詞,自立,*,*,五段・ラ行,連用形,やる,ヤリ,ヤリ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
やり	動詞,自立,*,*,五段・ラ行,連用形,やる,ヤリ,ヤリ,i
たかっ	助動詞,*,*,*,特殊・タイ,連用タ接続,たい,タカッ,タカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
石	名詞,一般,*,*,*,*,石,イシ,イシ,i
学	名詞,接尾,一般,*,*,*,学,ガク,ガク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いや	接続詞,*,*,*,*,*,いや,イヤ,イヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,i
四	名詞,数,*,*,*,*,四,ヨン,ヨン,i
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
将来	名詞,副詞可能,*,*,*,*,将来,ショウライ,ショーライ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
やる	動詞,非自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
大事	名詞,形容動詞語幹,*,*,*,*,大事,ダイジ,ダイジ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
おとん	名詞,一般,*,*,*,*,おとん,オトン,オトン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
一	名詞,数,*,*,*,*,一,イチ,イチ,i
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
変え	動詞,自立,*,*,一段,連用形,変える,カエ,カエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
変え	動詞,自立,*,*,一段,連用形,変える,カエ,カエ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,i
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,i
変え	動詞,自立,*,*,一段,連用形,変える,カエ,カエ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
山本	名詞,固有名詞,一般,*,*,*,山本,ヤマモト,ヤマモト,s
工業	名詞,一般,*,*,*,*,工業,コウギョウ,コーギョー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
鉄	名詞,一般,*,*,*,*,鉄,テツ,テツ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
鉄	名詞,一般,*,*,*,*,鉄,テツ,テツ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
鉄	名詞,一般,*,*,*,*,鉄,テツ,テツ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,i
おんなじ	連体詞,*,*,*,*,*,おんなじ,オンナジ,オンナジ,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
おんなじ	連体詞,*,*,*,*,*,おんなじ,オンナジ,オンナジ,i
業種	名詞,一般,*,*,*,*,業種,ギョウシュ,ギョーシュ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
おんなじ	連体詞,*,*,*,*,*,おんなじ,オンナジ,オンナジ,s
業種	名詞,一般,*,*,*,*,業種,ギョウシュ,ギョーシュ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
業種	名詞,一般,*,*,*,*,業種,ギョウシュ,ギョーシュ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
引き継い	動詞,自立,*,*,五段・ガ行,連用タ接続,引き継ぐ,ヒキツイ,ヒキツイ,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
いける	動詞,非自立,*,*,一段,基本形,いける,イケル,イケル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
三	名詞,数,*,*,*,*,三,サン,サン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
一	名詞,数,*,*,*,*,一,イチ,イチ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
三	名詞,数,*,*,*,*,三,サン,サン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
一	名詞,数,*,*,*,*,一,イチ,イチ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,i
変え	動詞,自立,*,*,一段,連用形,変える,カエ,カエ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
年間	名詞,接尾,助数詞,*,*,*,年間,ネンカン,ネンカン,i
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
八	名詞,数,*,*,*,*,八,ハチ,ハチ,s
年間	名詞,接尾,助数詞,*,*,*,年間,ネンカン,ネンカン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
辞め	動詞,自立,*,*,一段,連用形,辞める,ヤメ,ヤメ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いろいろ	副詞,助詞類接続,*,*,*,*,いろいろ,イロイロ,イロイロ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いろいろ	副詞,助詞類接続,*,*,*,*,いろいろ,イロイロ,イロイロ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あわ	動詞,自立,*,*,五段・ワ行促音便,未然形,あう,アワ,アワ,i
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	接続詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
あわ	動詞,自立,*,*,五段・ワ行促音便,未然形,あう,アワ,アワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いろいろ	副詞,助詞類接続,*,*,*,*,いろいろ,イロイロ,イロイロ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
王路	名詞,固有名詞,地域,一般,*,*,王路,王路,王路,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
ばっちい	形容詞,自立,*,*,形容詞・イ段,基本形,ばっちい,バッチイ,バッチイ,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
、	記号,読点,*,*,*,*,、,、,、,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
初めて	副詞,一般,*,*,*,*,初めて,ハジメテ,ハジメテ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
社宅	名詞,一般,*,*,*,*,社宅,シャタク,シャタク,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
ヨーロッパ	名詞,固有名詞,地域,一般,*,*,ヨーロッパ,ヨーロッパ,ヨーロッパ,s
行かし	動詞,自立,*,*,五段・サ行,連用形,行かす,イカシ,イカシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もう	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続・縮約形,もらう,モウ,モー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ヨーロッパ	名詞,固有名詞,地域,一般,*,*,ヨーロッパ,ヨーロッパ,ヨーロッパ,s
旅行	名詞,サ変接続,*,*,*,*,旅行,リョコウ,リョコー,s
行かし	動詞,自立,*,*,五段・サ行,連用形,行かす,イカシ,イカシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もろ	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続,もらう,モロ,モロ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
半年	名詞,副詞可能,*,*,*,*,半年,ハントシ,ハントシ,s
くらい	形容詞,自立,*,*,形容詞・アウオ段,基本形,くらい,クライ,クライ,s
後	接頭詞,名詞接続,*,*,*,*,後,ゴ,ゴ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
辞め	動詞,自立,*,*,一段,連用形,辞める,ヤメ,ヤメ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
いろいろ	副詞,助詞類接続,*,*,*,*,いろいろ,イロイロ,イロイロ,s
