ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
、	記号,読点,*,*,*,*,、,、,、,i
髭	名詞,一般,*,*,*,*,髭,ヒゲ,ヒゲ,i
むじゃらの	名詞,一般,*,*,*,*,むじゃらの,ムジャラノ,ムジャラノ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
髭	名詞,一般,*,*,*,*,髭,ヒゲ,ヒゲ,s
むじゃら	名詞,一般,*,*,*,*,むじゃら,ムジャラ,ムジャラ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,s
、	記号,読点,*,*,*,*,、,、,、,s
エベレスト	名詞,一般,*,*,*,*,エベレスト,エベレスト,エベレスト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
付き合わ	動詞,自立,*,*,五段・ワ行促音便,未然形,付き合う,ツキアワ,ツキアワ,s
せ	動詞,接尾,*,*,一段,連用形,せる,セ,セ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
岡田	名詞,固有名詞,人名,姓,*,*,岡田,オカダ,オカダ,s
くん	名詞,接尾,人名,*,*,*,くん,クン,クン,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
阿部	名詞,固有名詞,人名,姓,*,*,阿部,アベ,アベ,s
博	名詞,接尾,一般,*,*,*,博,ハク,ハク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,i
たかっ	助動詞,*,*,*,特殊・タイ,連用タ接続,たい,タカッ,タカッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,s
、	記号,読点,*,*,*,*,、,、,、,s
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
くだら	動詞,自立,*,*,五段・ラ行,未然形,くだる,クダラ,クダラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
中島	名詞,固有名詞,人名,姓,*,*,中島,ナカジマ,ナカジマ,s
健人	名詞,固有名詞,人名,名,*,*,健人,ケント,ケント,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
くだら	動詞,自立,*,*,五段・ラ行,未然形,くだる,クダラ,クダラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
映画	名詞,一般,*,*,*,*,映画,エイガ,エイガ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
すぎ	動詞,非自立,*,*,一段,連用形,すぎる,スギ,スギ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんなに	副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ,s
たいした	連体詞,*,*,*,*,*,たいした,タイシタ,タイシタ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
すんごい	副詞,一般,*,*,*,*,すんごい,スンゴイ,スンゴイ,s
感動	名詞,サ変接続,*,*,*,*,感動,カンドウ,カンドー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
、	記号,読点,*,*,*,*,、,、,、,i
マイ	名詞,固有名詞,人名,名,*,*,マイ,マイ,マイ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
コナン	名詞,固有名詞,人名,名,*,*,コナン,コナン,コナン,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行かさ	動詞,自立,*,*,五段・サ行,未然形,行かす,イカサ,イカサ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
中島	名詞,固有名詞,人名,姓,*,*,中島,ナカジマ,ナカジマ,i
健人	名詞,固有名詞,人名,名,*,*,健人,ケント,ケント,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
、	記号,読点,*,*,*,*,、,、,、,i
おもんな	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,おもんない,オモンナ,オモンナ,i
すぎ	動詞,自立,*,*,一段,連用形,すぎる,スギ,スギ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
はよ	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,はやい,ハヨ,ハヨ,i
終わら	動詞,自立,*,*,五段・ラ行,未然形,終わる,オワラ,オワラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
トイレ	名詞,一般,*,*,*,*,トイレ,トイレ,トイレ,i
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そんなに	副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ,s
くだら	動詞,自立,*,*,五段・ラ行,未然形,くだる,クダラ,クダラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,i
くだら	動詞,自立,*,*,五段・ラ行,未然形,くだる,クダラ,クダラ,i
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
、	記号,読点,*,*,*,*,、,、,、,i
おもんない	形容詞,自立,*,*,形容詞・アウオ段,基本形,おもんない,オモンナイ,オモンナイ,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
、	記号,読点,*,*,*,*,、,、,、,i
はよ	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,はやい,ハヨ,ハヨ,i
終われ	動詞,自立,*,*,五段・ラ行,命令ｅ,終わる,オワレ,オワレ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
結果	名詞,副詞可能,*,*,*,*,結果,ケッカ,ケッカ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
分かっ	動詞,自立,*,*,五段・ラ行,連用タ接続,分かる,ワカッ,ワカッ,i
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
コナン	名詞,固有名詞,人名,名,*,*,コナン,コナン,コナン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
まじで	感動詞,*,*,*,*,*,まじで,マジデ,マジデ,i
面白かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,面白い,オモシロカッ,オモシロカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,i
面白かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,面白い,オモシロカッ,オモシロカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
中島	名詞,固有名詞,人名,姓,*,*,中島,ナカジマ,ナカジマ,s
健人	名詞,固有名詞,人名,名,*,*,健人,ケント,ケント,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
映画	名詞,一般,*,*,*,*,映画,エイガ,エイガ,s
効果	名詞,一般,*,*,*,*,効果,コウカ,コーカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ちょっとした	連体詞,*,*,*,*,*,ちょっとした,チョットシタ,チョットシタ,s
映画	名詞,一般,*,*,*,*,映画,エイガ,エイガ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
感動	名詞,サ変接続,*,*,*,*,感動,カンドウ,カンドー,s
映画	名詞,一般,*,*,*,*,映画,エイガ,エイガ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
しまう	動詞,非自立,*,*,五段・ワ行促音便,基本形,しまう,シマウ,シマウ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,i
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,i
、	記号,読点,*,*,*,*,、,、,、,i
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
面白かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,面白い,オモシロカッ,オモシロカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
、	記号,読点,*,*,*,*,、,、,、,i
コナン	名詞,固有名詞,人名,名,*,*,コナン,コナン,コナン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
コナン	名詞,固有名詞,人名,名,*,*,コナン,コナン,コナン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
面白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
さえ	助詞,係助詞,*,*,*,*,さえ,サエ,サエ,s
、	記号,読点,*,*,*,*,、,、,、,s
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
付き合い	名詞,一般,*,*,*,*,付き合い,ツキアイ,ツキアイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
しゃあない	形容詞,自立,*,*,形容詞・アウオ段,基本形,しゃあない,シャアナイ,シャーナイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
、	記号,読点,*,*,*,*,、,、,、,i
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,s
スキー	名詞,一般,*,*,*,*,スキー,スキー,スキー,s
場	名詞,接尾,一般,*,*,*,場,ジョウ,ジョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
飛行船	名詞,一般,*,*,*,*,飛行船,ヒコウセン,ヒコウセン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
、	記号,読点,*,*,*,*,、,、,、,i
ふーん	感動詞,*,*,*,*,*,ふーん,フーン,フーン,i
、	記号,読点,*,*,*,*,、,、,、,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行か	動詞,自立,*,*,五段・カ行促音便,未然形,行く,イカ,イカ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
飛行船	名詞,一般,*,*,*,*,飛行船,ヒコウセン,ヒコウセン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
スキー	名詞,一般,*,*,*,*,スキー,スキー,スキー,s
場	名詞,接尾,一般,*,*,*,場,ジョウ,ジョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
わかん	動詞,自立,*,*,五段・ラ行撥音便,基本形,わかる,ワカン,ワカン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
マイ	名詞,固有名詞,人名,名,*,*,マイ,マイ,マイ,i
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
ほんと	感動詞,*,*,*,*,*,ほんと,ホント,ホント,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
、	記号,読点,*,*,*,*,、,、,、,i
コナン	名詞,固有名詞,人名,名,*,*,コナン,コナン,コナン,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
全巻	名詞,一般,*,*,*,*,全巻,ゼンカン,ゼンカン,i
読み返し	動詞,自立,*,*,五段・サ行,連用形,読み返す,ヨミカエシ,ヨミカエシ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
気分	名詞,一般,*,*,*,*,気分,キブン,キブン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,i
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,i
