名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
入学	名詞,サ変接続,*,*,*,*,入学,ニュウガク,ニューガク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
高１	名詞,一般,*,*,*,*,高１,コウイチ,コーイチ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
、	記号,読点,*,*,*,*,、,、,、,s
性格	名詞,一般,*,*,*,*,性格,セイカク,セイカク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
ちっちゃい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっちゃい,チッチャイ,チッチャイ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ゆわ	動詞,自立,*,*,五段・ワ行促音便,未然形,いう,イワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
、	記号,読点,*,*,*,*,、,、,、,s
ゆわ	動詞,自立,*,*,五段・ワ行促音便,未然形,いう,イワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
性格	名詞,一般,*,*,*,*,性格,セイカク,セイカク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
、	記号,読点,*,*,*,*,、,、,、,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
気	名詞,非自立,一般,*,*,*,気,キ,キ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
気遣い	名詞,一般,*,*,*,*,気遣い,キヅカイ,キズカイ,s
、	記号,読点,*,*,*,*,、,、,、,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
良く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,良い,ヨク,ヨク,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちっちゃい	形容詞,自立,*,*,形容詞・イ段,基本形,ちっちゃい,チッチャイ,チッチャイ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
真ん中	名詞,一般,*,*,*,*,真ん中,マンナカ,マンナカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
離婚	名詞,サ変接続,*,*,*,*,離婚,リコン,リコン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
、	記号,読点,*,*,*,*,、,、,、,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
真ん中	名詞,一般,*,*,*,*,真ん中,マンナカ,マンナカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
可愛がら	動詞,自立,*,*,五段・ラ行,未然形,可愛がる,カワイガラ,カワイガラ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
全く	副詞,助詞類接続,*,*,*,*,全く,マッタク,マッタク,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
、	記号,読点,*,*,*,*,、,、,、,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
接点	名詞,一般,*,*,*,*,接点,セッテン,セッテン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
無かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,無い,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
たまに	副詞,一般,*,*,*,*,たまに,タマニ,タマニ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
、	記号,読点,*,*,*,*,、,、,、,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
懐か	動詞,自立,*,*,五段・カ行イ音便,未然形,懐く,ナツカ,ナツカ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人見知り	名詞,一般,*,*,*,*,人見知り,ヒトミシリ,ヒトミシリ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
まあ	フィラー,*,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
気性	名詞,一般,*,*,*,*,気性,キショウ,キショー,s
荒く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,荒い,アラク,アラク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
買い	動詞,自立,*,*,五段・ワ行促音便,連用形,買う,カイ,カイ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
旦那	名詞,一般,*,*,*,*,旦那,ダンナ,ダンナ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
とい	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続・縮約形,て＋おく,トイ,トイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
とい	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続・縮約形,て＋おく,トイ,トイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もらっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
むちゃ	名詞,形容動詞語幹,*,*,*,*,むちゃ,ムチャ,ムチャ,s
泣き声	名詞,一般,*,*,*,*,泣き声,ナキゴエ,ナキゴエ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
床	名詞,一般,*,*,*,*,床,ユカ,ユカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
おでこ	名詞,一般,*,*,*,*,おでこ,オデコ,オデコ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
ゴンゴンゴンゴン	感動詞,*,*,*,*,*,ゴンゴンゴンゴン,ゴンゴンゴンゴン,ゴンゴンゴンゴン,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
ぶつけ	動詞,自立,*,*,一段,連用形,ぶつける,ブツケ,ブツケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
うわー	感動詞,*,*,*,*,*,うわー,ウワー,ウワー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
泣い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,泣く,ナイ,ナイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
おかしい	形容詞,自立,*,*,形容詞・イ段,基本形,おかしい,オカシイ,オカシイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
他人	名詞,一般,*,*,*,*,他人,タニン,タニン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
近い	形容詞,自立,*,*,形容詞・アウオ段,基本形,近い,チカイ,チカイ,s
存在	名詞,サ変接続,*,*,*,*,存在,ソンザイ,ソンザイ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
他人	名詞,一般,*,*,*,*,他人,タニン,タニン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
近い	形容詞,自立,*,*,形容詞・アウオ段,基本形,近い,チカイ,チカイ,s
、	記号,読点,*,*,*,*,、,、,、,s
存在	名詞,サ変接続,*,*,*,*,存在,ソンザイ,ソンザイ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
気性	名詞,一般,*,*,*,*,気性,キショウ,キショー,s
、	記号,読点,*,*,*,*,、,、,、,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
そっ	名詞,代名詞,一般,*,*,*,そっ,ソッ,ソッ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
