それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,i
階段	名詞,一般,*,*,*,*,階段,カイダン,カイダン,s
足	名詞,接尾,助数詞,*,*,*,足,ソク,ソク,s
痛い	形容詞,自立,*,*,形容詞・アウオ段,基本形,痛い,イタイ,イタイ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
登っ	動詞,自立,*,*,五段・ラ行,連用タ接続,登る,ノボッ,ノボッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
チャリ	名詞,一般,*,*,*,*,チャリ,チャリ,チャリ,s
取り	動詞,自立,*,*,五段・ラ行,連用形,取る,トリ,トリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行こ	動詞,自立,*,*,五段・カ行促音便,未然ウ接続,行く,イコ,イコ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
めちゃめちゃ	名詞,形容動詞語幹,*,*,*,*,めちゃめちゃ,メチャメチャ,メチャメチャ,s
足	名詞,接尾,助数詞,*,*,*,足,ソク,ソク,s
痛く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,痛い,イタク,イタク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
下校	名詞,サ変接続,*,*,*,*,下校,ゲコウ,ゲコー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
早く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク,s
帰り	動詞,自立,*,*,五段・ラ行,連用形,帰る,カエリ,カエリ,s
なさい	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,なさる,ナサイ,ナサイ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
足	名詞,一般,*,*,*,*,足,アシ,アシ,s
引きずっ	動詞,自立,*,*,五段・ラ行,連用タ接続,引きずる,ヒキズッ,ヒキズッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
保険	名詞,一般,*,*,*,*,保険,ホケン,ホケン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
呼ん	動詞,自立,*,*,五段・バ行,連用タ接続,呼ぶ,ヨン,ヨン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
骨折	名詞,サ変接続,*,*,*,*,骨折,コッセツ,コッセツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まじ	感動詞,*,*,*,*,*,まじ,マジ,マジ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
っと	助詞,格助詞,引用,*,*,*,っと,ット,ット,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そしたら	接続詞,*,*,*,*,*,そしたら,ソシタラ,ソシタラ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
いっつも	副詞,一般,*,*,*,*,いっつも,イッツモ,イッツモ,s
喋ら	動詞,自立,*,*,五段・ラ行,未然形,喋る,シャベラ,シャベラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
美術	名詞,一般,*,*,*,*,美術,ビジュツ,ビジュツ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
、	記号,読点,*,*,*,*,、,、,、,s
田中	名詞,固有名詞,人名,姓,*,*,田中,タナカ,タナカ,s
君	名詞,接尾,人名,*,*,*,君,クン,クン,s
大丈夫	名詞,形容動詞語幹,*,*,*,*,大丈夫,ダイジョウブ,ダイジョーブ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
いきなり	副詞,助詞類接続,*,*,*,*,いきなり,イキナリ,イキナリ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
車	名詞,一般,*,*,*,*,車,クルマ,クルマ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
のっけ	動詞,自立,*,*,一段,未然形,のっける,ノッケ,ノッケ,s
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
連れ	動詞,自立,*,*,一段,連用形,連れる,ツレ,ツレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
かれ	動詞,自立,*,*,一段,連用形,かれる,カレ,カレ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
とりあえず	副詞,助詞類接続,*,*,*,*,とりあえず,トリアエズ,トリアエズ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
車	名詞,一般,*,*,*,*,車,クルマ,クルマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
すんごい	副詞,一般,*,*,*,*,すんごい,スンゴイ,スンゴイ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
油	名詞,一般,*,*,*,*,油,アブラ,アブラ,s
臭かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,臭い,クサカッ,クサカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
美術	名詞,一般,*,*,*,*,美術,ビジュツ,ビジュツ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
油絵	名詞,一般,*,*,*,*,油絵,アブラエ,アブラエ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
絵	名詞,一般,*,*,*,*,絵,エ,エ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
臭かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,臭い,クサカッ,クサカッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
取り敢えず	副詞,一般,*,*,*,*,取り敢えず,トリアエズ,トリアエズ,s
外車	名詞,一般,*,*,*,*,外車,ガイシャ,ガイシャ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
左	名詞,一般,*,*,*,*,左,ヒダリ,ヒダリ,s
ハンドル	名詞,一般,*,*,*,*,ハンドル,ハンドル,ハンドル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もらっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,s
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
怪我	名詞,サ変接続,*,*,*,*,怪我,ケガ,ケガ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
人生	名詞,一般,*,*,*,*,人生,ジンセイ,ジンセイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
骨折	名詞,サ変接続,*,*,*,*,骨折,コッセツ,コッセツ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
とも	助詞,副助詞,*,*,*,*,とも,トモ,トモ,s
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ど	副詞,助詞類接続,*,*,*,*,どう,ド,ド,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あん	連体詞,*,*,*,*,*,あの,アン,アン,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
年間	名詞,接尾,助数詞,*,*,*,年間,ネンカン,ネンカン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
ずつ	助詞,副助詞,*,*,*,*,ずつ,ズツ,ズツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,s
大きな	連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ,s
けが	名詞,一般,*,*,*,*,けが,ケガ,ケガ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,i
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
田中	名詞,固有名詞,人名,姓,*,*,田中,タナカ,タナカ,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
興味	名詞,一般,*,*,*,*,興味,キョウミ,キョーミ,i
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
興味	名詞,一般,*,*,*,*,興味,キョウミ,キョーミ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
、	記号,読点,*,*,*,*,、,、,、,s
興味	名詞,一般,*,*,*,*,興味,キョウミ,キョーミ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
難しい	形容詞,自立,*,*,形容詞・イ段,基本形,難しい,ムズカシイ,ムズカシイ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
聞く	動詞,自立,*,*,五段・カ行イ音便,基本形,聞く,キク,キク,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
休み	名詞,一般,*,*,*,*,休み,ヤスミ,ヤスミ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
録り溜め	名詞,一般,*,*,*,*,録り溜め,トリダメ,トリダメ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ドラマ	名詞,一般,*,*,*,*,ドラマ,ドラマ,ドラマ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
ひたすら	副詞,一般,*,*,*,*,ひたすら,ヒタスラ,ヒタスラ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
悲しい	形容詞,自立,*,*,形容詞・イ段,基本形,悲しい,カナシイ,カナシイ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ドラマ	名詞,一般,*,*,*,*,ドラマ,ドラマ,ドラマ,i
、	記号,読点,*,*,*,*,、,、,、,i
ドラマ	名詞,一般,*,*,*,*,ドラマ,ドラマ,ドラマ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,i
す	助動詞,*,*,*,特殊・デス,基本形,す,ス,ス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
