いけ	動詞,自立,*,*,一段,連用形,いける,イケ,イケ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
男の子	名詞,一般,*,*,*,*,男の子,オトコノコ,オトコノコ,i
三	名詞,数,*,*,*,*,三,サン,サン,i
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
想像	名詞,サ変接続,*,*,*,*,想像,ソウゾウ,ソーゾー,i
でき	動詞,自立,*,*,一段,未然形,できる,デキ,デキ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
また	接続詞,*,*,*,*,*,また,マタ,マタ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
それぞれ	名詞,副詞可能,*,*,*,*,それぞれ,ソレゾレ,ソレゾレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
家族	名詞,一般,*,*,*,*,家族,カゾク,カゾク,s
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ,s
色々	副詞,助詞類接続,*,*,*,*,色々,イロイロ,イロイロ,s
聞く	動詞,自立,*,*,五段・カ行イ音便,基本形,聞く,キク,キク,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
上っ	動詞,自立,*,*,五段・ラ行,連用タ接続,上る,ノボッ,ノボッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
兄ちゃん	名詞,一般,*,*,*,*,兄ちゃん,ニイチャン,ニーチャン,i
頑張っ	動詞,自立,*,*,五段・ラ行,連用タ接続,頑張る,ガンバッ,ガンバッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
感じる	動詞,自立,*,*,一段,基本形,感じる,カンジル,カンジル,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
不器用	名詞,形容動詞語幹,*,*,*,*,不器用,ブキヨウ,ブキヨー,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
可哀想	名詞,形容動詞語幹,*,*,*,*,可哀想,カワイソウ,カワイソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
不器用	名詞,形容動詞語幹,*,*,*,*,不器用,ブキヨウ,ブキヨー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
不器用	名詞,形容動詞語幹,*,*,*,*,不器用,ブキヨウ,ブキヨー,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
真面目	名詞,形容動詞語幹,*,*,*,*,真面目,マジメ,マジメ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
真面目	名詞,一般,*,*,*,*,真面目,マジメ,マジメ,s
すぎ	動詞,自立,*,*,一段,連用形,すぎる,スギ,スギ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
気の毒	名詞,形容動詞語幹,*,*,*,*,気の毒,キノドク,キノドク,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
上っ	動詞,自立,*,*,五段・ラ行,連用タ接続,上る,ノボッ,ノボッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
責任	名詞,一般,*,*,*,*,責任,セキニン,セキニン,i
感	名詞,接尾,一般,*,*,*,感,カン,カン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
いよ	動詞,自立,*,*,一段,未然ウ接続,いる,イヨ,イヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
小さい	形容詞,自立,*,*,形容詞・アウオ段,基本形,小さい,チイサイ,チーサイ,s
とき	名詞,非自立,一般,*,*,*,とき,トキ,トキ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
風	名詞,一般,*,*,*,*,風,カゼ,カゼ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
染み付い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,染み付く,シミツイ,シミツイ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
真面目	名詞,形容動詞語幹,*,*,*,*,真面目,マジメ,マジメ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
真面目	名詞,形容動詞語幹,*,*,*,*,真面目,マジメ,マジメ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
違う	感動詞,*,*,*,*,*,違う,チャウ,チャウ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
違い	動詞,自立,*,*,五段・ワ行促音便,連用形,違う,チガイ,チガイ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
真面目	名詞,形容動詞語幹,*,*,*,*,真面目,マジメ,マジメ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
「	記号,括弧開,*,*,*,*,「,「,「,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
下	名詞,接尾,一般,*,*,*,下,カ,カ,i
っぽい	形容詞,接尾,*,*,形容詞・アウオ段,基本形,っぽい,ッポイ,ッポイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
、	記号,読点,*,*,*,*,、,、,、,i
長女	名詞,一般,*,*,*,*,長女,チョウジョ,チョージョ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,i
見	動詞,自立,*,*,一段,未然形,見る,ミ,ミ,i
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
兄弟	名詞,一般,*,*,*,*,兄弟,キョウダイ,キョーダイ,i
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
話し	名詞,一般,*,*,*,*,話し,話シ,話シ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
兄ちゃん	名詞,一般,*,*,*,*,兄ちゃん,ニイチャン,ニーチャン,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,i
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
よく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,i
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
大体	副詞,一般,*,*,*,*,大体,ダイタイ,ダイタイ,i
上	名詞,一般,*,*,*,*,上,ウエ,ウエ,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,i
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
そうか	感動詞,*,*,*,*,*,そうか,ソウカ,ソーカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
下	名詞,接尾,一般,*,*,*,下,カ,カ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あたし	名詞,代名詞,一般,*,*,*,あたし,アタシ,アタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
下	名詞,接尾,一般,*,*,*,下,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あたし	名詞,代名詞,一般,*,*,*,あたし,アタシ,アタシ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
兄	名詞,一般,*,*,*,*,兄,アニ,アニ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
姉	名詞,一般,*,*,*,*,姉,ネエ,ネー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
真ん中	名詞,一般,*,*,*,*,真ん中,マンナカ,マンナカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
兄ちゃん	名詞,一般,*,*,*,*,兄ちゃん,ニイチャン,ニーチャン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
挟まれ	動詞,自立,*,*,五段・ラ行,仮定形,挟まる,ハサマレ,ハサマレ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
喧嘩	名詞,サ変接続,*,*,*,*,喧嘩,ケンカ,ケンカ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
あり	動詞,自立,*,*,ラ変,連用形,あり,アリ,アリ,i
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
小さい	形容詞,自立,*,*,形容詞・アウオ段,基本形,小さい,チイサイ,チーサイ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
小さい	形容詞,自立,*,*,形容詞・アウオ段,基本形,小さい,チイサイ,チーサイ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
喧嘩	名詞,サ変接続,*,*,*,*,喧嘩,ケンカ,ケンカ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
喧嘩	名詞,サ変接続,*,*,*,*,喧嘩,ケンカ,ケンカ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
なら	接続詞,*,*,*,*,*,なら,ナラ,ナラ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
兄ちゃん	名詞,一般,*,*,*,*,兄ちゃん,ニイチャン,ニーチャン,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
怒ら	動詞,自立,*,*,五段・ラ行,未然形,怒る,オコラ,オコラ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
母	名詞,一般,*,*,*,*,母,ハハ,ハハ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
怒ら	動詞,自立,*,*,五段・ラ行,未然形,怒る,オコラ,オコラ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
印象	名詞,一般,*,*,*,*,印象,インショウ,インショー,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
姉	名詞,一般,*,*,*,*,姉,ネエ,ネー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
年齢	名詞,一般,*,*,*,*,年齢,ネンレイ,ネンレイ,i
いくつ	名詞,代名詞,一般,*,*,*,いくつ,イクツ,イクツ,i
ずつ	助詞,副助詞,*,*,*,*,ずつ,ズツ,ズツ,i
