始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
今年	名詞,副詞可能,*,*,*,*,今年,コトシ,コトシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
最優秀	名詞,一般,*,*,*,*,最優秀,サイユウシュウ,サイユーシュー,s
締めよ	動詞,自立,*,*,一段,未然ウ接続,締める,シメヨ,シメヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
らしく	助動詞,*,*,*,形容詞・イ段,連用テ接続,らしい,ラシク,ラシク,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
今年	名詞,副詞可能,*,*,*,*,今年,コトシ,コトシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
最優秀	名詞,一般,*,*,*,*,最優秀,サイユウシュウ,サイユーシュー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
締めよ	動詞,自立,*,*,一段,未然ウ接続,締める,シメヨ,シメヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
事	名詞,非自立,一般,*,*,*,事,コト,コト,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
挙句	名詞,副詞可能,*,*,*,*,挙句,アゲク,アゲク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ちらっと	副詞,一般,*,*,*,*,ちらっと,チラット,チラット,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
まさかの	連体詞,*,*,*,*,*,まさかの,マサカノ,マサカノ,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
奪わ	動詞,自立,*,*,五段・ワ行促音便,未然形,奪う,ウバワ,ウバワ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ,s
ませ	助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
でし	助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
事	名詞,非自立,一般,*,*,*,事,コト,コト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
、	記号,読点,*,*,*,*,、,、,、,i
嫌味	名詞,形容動詞語幹,*,*,*,*,嫌味,イヤミ,イヤミ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
すみません	感動詞,*,*,*,*,*,すみません,スミマセン,スミマセン,s
、	記号,読点,*,*,*,*,、,、,、,s
遅刻	名詞,サ変接続,*,*,*,*,遅刻,チコク,チコク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
遅刻	名詞,サ変接続,*,*,*,*,遅刻,チコク,チコク,s
、	記号,読点,*,*,*,*,、,、,、,s
遅刻	名詞,サ変接続,*,*,*,*,遅刻,チコク,チコク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
奴	名詞,代名詞,一般,*,*,*,奴,ヤツ,ヤツ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
獲	動詞,自立,*,*,一段,連用形,獲る,エ,エ,s
って	助詞,接続助詞,*,*,*,*,って,ッテ,ッテ,s
すみません	感動詞,*,*,*,*,*,すみません,スミマセン,スミマセン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
ねえ	助詞,終助詞,*,*,*,*,ねえ,ネエ,ネー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,s
つつ	助詞,接続助詞,*,*,*,*,つつ,ツツ,ツツ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
忘れ	動詞,自立,*,*,一段,未然形,忘れる,ワスレ,ワスレ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
そっ	名詞,代名詞,一般,*,*,*,そっ,ソッ,ソッ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
賞状	名詞,一般,*,*,*,*,賞状,ショウジョウ,ショージョー,s
貰っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,貰う,モラッ,モラッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
向こう	名詞,一般,*,*,*,*,向こう,ムコウ,ムコー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
コメント	名詞,サ変接続,*,*,*,*,コメント,コメント,コメント,s
一言	名詞,サ変接続,*,*,*,*,一言,イチゲン,イチゲン,s
一言	名詞,サ変接続,*,*,*,*,一言,イチゲン,イチゲン,s
もらっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,s
社会学部	名詞,一般,*,*,*,*,社会学部,シャカイガクブ,シャカイガクブ,s
助教授	名詞,一般,*,*,*,*,助教授,ジョキョウジュ,ジョキョージュ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
辛辣	名詞,形容動詞語幹,*,*,*,*,辛辣,シンラツ,シンラツ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
コメント	名詞,サ変接続,*,*,*,*,コメント,コメント,コメント,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
言え	動詞,自立,*,*,一段,未然形,言える,イエ,イエ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,s
文学部	名詞,一般,*,*,*,*,文学部,ブンガクブ,ブンガクブ,s
長	名詞,接尾,一般,*,*,*,長,チョウ,チョー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
流す	動詞,自立,*,*,五段・サ行,基本形,流す,ナガス,ナガス,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,s
社会	名詞,一般,*,*,*,*,社会,シャカイ,シャカイ,s
学	名詞,接尾,一般,*,*,*,学,ガク,ガク,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
、	記号,読点,*,*,*,*,、,、,、,s
文学部	名詞,一般,*,*,*,*,文学部,ブンガクブ,ブンガクブ,s
言語	名詞,一般,*,*,*,*,言語,ゲンゴ,ゲンゴ,s
学科	名詞,一般,*,*,*,*,学科,ガッカ,ガッカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
大	接頭詞,動詞接続,*,*,*,*,大,オオ,オー,s
絶賛	名詞,サ変接続,*,*,*,*,絶賛,ゼッサン,ゼッサン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
風	名詞,一般,*,*,*,*,風,カゼ,カゼ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
終わり	動詞,自立,*,*,五段・ラ行,連用形,終わる,オワリ,オワリ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まさかの	連体詞,*,*,*,*,*,まさかの,マサカノ,マサカノ,s
ケーキ	名詞,一般,*,*,*,*,ケーキ,ケーキ,ケーキ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
紅茶	名詞,一般,*,*,*,*,紅茶,コウチャ,コーチャ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
運ば	動詞,自立,*,*,五段・バ行,未然形,運ぶ,ハコバ,ハコバ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
え	感動詞,*,*,*,*,*,え,エ,エ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
束の間	名詞,一般,*,*,*,*,束の間,ツカノマ,ツカノマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
休息	名詞,サ変接続,*,*,*,*,休息,キュウソク,キューソク,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
楽しみ	動詞,自立,*,*,五段・マ行,連用形,楽しむ,タノシミ,タノシミ,s
ください	動詞,非自立,*,*,五段・ラ行特殊,連用形,くださる,クダサイ,クダサイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
事	名詞,非自立,一般,*,*,*,事,コト,コト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
司会	名詞,サ変接続,*,*,*,*,司会,シカイ,シカイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
楽しめ	動詞,自立,*,*,一段,未然形,楽しめる,タノシメ,タノシメ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
状態	名詞,一般,*,*,*,*,状態,ジョウタイ,ジョータイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
休憩	名詞,サ変接続,*,*,*,*,休憩,キュウケイ,キューケイ,s
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ,s
ませ	助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
学部	名詞,一般,*,*,*,*,学部,ガクブ,ガクブ,s
長	形容詞,自立,*,*,形容詞・イ段,連用テ接続・縮約形,長い,ナガ,ナガ,s
全員	名詞,一般,*,*,*,*,全員,ゼンイン,ゼンイン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
審査	名詞,サ変接続,*,*,*,*,審査,シンサ,シンサ,s
官	名詞,接尾,一般,*,*,*,官,カン,カン,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
大学生	名詞,一般,*,*,*,*,大学生,ダイガクセイ,ダイガクセイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
保護	名詞,サ変接続,*,*,*,*,保護,ホゴ,ホゴ,s
者	名詞,接尾,一般,*,*,*,者,シャ,シャ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
来	動詞,自立,*,*,カ変・来ル,未然形,来る,コ,コ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
父親	名詞,一般,*,*,*,*,父親,チチオヤ,チチオヤ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
メンバー	名詞,一般,*,*,*,*,メンバー,メンバー,メンバー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
紅茶	名詞,一般,*,*,*,*,紅茶,コウチャ,コーチャ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
ショートケーキ	名詞,一般,*,*,*,*,ショートケーキ,ショートケーキ,ショートケーキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
つら	感動詞,*,*,*,*,*,つら,ツラ,ツラ,i
EOS
泣き	動詞,自立,*,*,五段・カ行イ音便,連用形,泣く,ナキ,ナキ,s
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
泣く	動詞,自立,*,*,五段・カ行イ音便,基本形,泣く,ナク,ナク,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
EOS
しかも	接続詞,*,*,*,*,*,しかも,シカモ,シカモ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
間	名詞,一般,*,*,*,*,間,マ,マ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
教授	名詞,一般,*,*,*,*,教授,キョウジュ,キョージュ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
質問	名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
飛ん	動詞,自立,*,*,五段・バ行,連用タ接続,飛ぶ,トン,トン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
新井	名詞,固有名詞,人名,姓,*,*,新井,アライ,アライ,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
「	記号,括弧開,*,*,*,*,「,「,「,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
っ	感動詞,*,*,*,*,*,っ,ッ,ッ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
君	名詞,代名詞,一般,*,*,*,君,キミ,キミ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,s
本	名詞,一般,*,*,*,*,本,ホン,ホン,s
普段	名詞,副詞可能,*,*,*,*,普段,フダン,フダン,s
