それでは	接続詞,*,*,*,*,*,それでは,ソレデハ,ソレデワ,i
、	記号,読点,*,*,*,*,、,、,、,s
一般	名詞,一般,*,*,*,*,一般,イッパン,イッパン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
小売	名詞,サ変接続,*,*,*,*,小売,コウリ,コウリ,s
屋	名詞,接尾,一般,*,*,*,屋,ヤ,ヤ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
屋	名詞,接尾,一般,*,*,*,屋,ヤ,ヤ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
注文	名詞,サ変接続,*,*,*,*,注文,チュウモン,チューモン,s
来る	動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
なら	助動詞,*,*,*,特殊・ダ,仮定形,だ,ナラ,ナラ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
明日	名詞,副詞可能,*,*,*,*,明日,アシタ,アシタ,s
どんだけ	副詞,一般・縮約形,*,*,*,*,どれだけ,ドンダケ,ドンダケ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
どれ	名詞,代名詞,一般,*,*,*,どれ,ドレ,ドレ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
いり	動詞,自立,*,*,五段・ラ行,連用形,いる,イリ,イリ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
注文	名詞,サ変接続,*,*,*,*,注文,チュウモン,チューモン,s
、	記号,読点,*,*,*,*,、,、,、,s
FAX	名詞,一般,*,*,*,*,FAX,FAX,FAX,s
くる	動詞,自立,*,*,カ変・クル,基本形,くる,クル,クル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
集計	名詞,サ変接続,*,*,*,*,集計,シュウケイ,シューケイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
トラック	名詞,一般,*,*,*,*,トラック,トラック,トラック,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
積む	動詞,自立,*,*,五段・マ行,基本形,積む,ツム,ツム,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
手配	名詞,サ変接続,*,*,*,*,手配,テハイ,テハイ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
積ん	動詞,自立,*,*,五段・マ行,連用タ接続,積む,ツン,ツン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
向こう	名詞,一般,*,*,*,*,向こう,ムコウ,ムコー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
晩	名詞,接尾,助数詞,*,*,*,晩,バン,バン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
いやー	感動詞,*,*,*,*,*,いやー,イヤー,イヤー,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
日付	名詞,一般,*,*,*,*,日付,ヒヅケ,ヒズケ,s
打つ	動詞,自立,*,*,五段・タ行,基本形,打つ,ウツ,ウツ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
日付	名詞,一般,*,*,*,*,日付,ヒヅケ,ヒズケ,s
打つ	動詞,自立,*,*,五段・タ行,基本形,打つ,ウツ,ウツ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
回ら	動詞,自立,*,*,五段・ラ行,未然形,回る,マワラ,マワラ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
製造	名詞,サ変接続,*,*,*,*,製造,セイゾウ,セイゾー,s
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
工場	名詞,一般,*,*,*,*,工場,コウジョウ,コージョー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
すでに	副詞,一般,*,*,*,*,すでに,スデニ,スデニ,s
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
日付	名詞,一般,*,*,*,*,日付,ヒヅケ,ヒズケ,s
打つ	動詞,自立,*,*,五段・タ行,基本形,打つ,ウツ,ウツ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
回っ	動詞,自立,*,*,五段・ラ行,連用タ接続,回る,マワッ,マワッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
新しい	形容詞,自立,*,*,形容詞・イ段,基本形,新しい,アタラシイ,アタラシイ,s
日付	名詞,一般,*,*,*,*,日付,ヒヅケ,ヒズケ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
つけ	動詞,自立,*,*,一段,連用形,つける,ツケ,ツケ,s
られる	動詞,接尾,*,*,一段,基本形,られる,ラレル,ラレル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんだら	接続詞,*,*,*,*,*,ほんだら,ホンダラ,ホンダラ,s
賞味	名詞,サ変接続,*,*,*,*,賞味,ショウミ,ショーミ,s
期限	名詞,一般,*,*,*,*,期限,キゲン,キゲン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ,s
延びん	動詞,自立,*,*,一段撥音便,基本形,延びる,ノビン,ノビン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
待っ	動詞,自立,*,*,五段・タ行,連用タ接続,待つ,マッ,マッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くん	動詞,非自立,*,*,カ変・クル撥音便,基本形,くる,クン,クン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
ごろ	名詞,接尾,副詞可能,*,*,*,ごろ,ゴロ,ゴロ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
、	記号,読点,*,*,*,*,、,、,、,s
そっち	名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
朝	名詞,副詞可能,*,*,*,*,朝,アサ,アサ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
散歩	名詞,サ変接続,*,*,*,*,散歩,サンポ,サンポ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
コンビニ	名詞,一般,*,*,*,*,コンビニ,コンビニ,コンビニ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
トラック	名詞,一般,*,*,*,*,トラック,トラック,トラック,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
会う	動詞,自立,*,*,五段・ワ行促音便,基本形,会う,アウ,アウ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
来る	動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル,i
来る	動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
コンビニ	名詞,一般,*,*,*,*,コンビニ,コンビニ,コンビニ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
バイト	名詞,一般,*,*,*,*,バイト,バイト,バイト,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
四	名詞,数,*,*,*,*,四,ヨン,ヨン,i
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
パン	名詞,一般,*,*,*,*,パン,パン,パン,i
くる	動詞,自立,*,*,カ変・クル,基本形,くる,クル,クル,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だいたい	副詞,一般,*,*,*,*,だいたい,ダイタイ,ダイタイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
日付	名詞,一般,*,*,*,*,日付,ヒヅケ,ヒズケ,s
打つ	動詞,自立,*,*,五段・タ行,基本形,打つ,ウツ,ウツ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
パン	名詞,一般,*,*,*,*,パン,パン,パン,i
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
遅い	形容詞,自立,*,*,形容詞・アウオ段,基本形,遅い,オソイ,オソイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
商品	名詞,一般,*,*,*,*,商品,ショウヒン,ショーヒン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
入荷	名詞,サ変接続,*,*,*,*,入荷,ニュウカ,ニューカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
来ん	動詞,自立,*,*,カ変・来ル撥音便,基本形,来る,クン,クン,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,i
、	記号,読点,*,*,*,*,、,、,、,i
冷凍	名詞,サ変接続,*,*,*,*,冷凍,レイトウ,レイトー,i
食品	名詞,一般,*,*,*,*,食品,ショクヒン,ショクヒン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
消費	名詞,サ変接続,*,*,*,*,消費,ショウヒ,ショーヒ,s
期限	名詞,一般,*,*,*,*,期限,キゲン,キゲン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
三日	名詞,副詞可能,*,*,*,*,三日,ミッカ,ミッカ,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
三日	名詞,副詞可能,*,*,*,*,三日,ミッカ,ミッカ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
四日	名詞,副詞可能,*,*,*,*,四日,ヨッカ,ヨッカ,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
のん	助詞,終助詞,*,*,*,*,のん,ノン,ノン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
消費	名詞,サ変接続,*,*,*,*,消費,ショウヒ,ショーヒ,s
期限	名詞,一般,*,*,*,*,期限,キゲン,キゲン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
パン	名詞,一般,*,*,*,*,パン,パン,パン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
消費	名詞,サ変接続,*,*,*,*,消費,ショウヒ,ショーヒ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
消費	名詞,サ変接続,*,*,*,*,消費,ショウヒ,ショーヒ,s
、	記号,読点,*,*,*,*,、,、,、,s
賞味	名詞,サ変接続,*,*,*,*,賞味,ショウミ,ショーミ,s
期限	名詞,一般,*,*,*,*,期限,キゲン,キゲン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
かんじ	名詞,一般,*,*,*,*,かんじ,カンジ,カンジ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
法律	名詞,一般,*,*,*,*,法律,ホウリツ,ホーリツ,s
上	接頭詞,名詞接続,*,*,*,*,上,ジョウ,ジョー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
打た	動詞,自立,*,*,五段・タ行,未然形,打つ,ウタ,ウタ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
訳	名詞,非自立,一般,*,*,*,訳,ワケ,ワケ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ところが	接続詞,*,*,*,*,*,ところが,トコロガ,トコロガ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
まわっ	動詞,自立,*,*,五段・ラ行,連用タ接続,まわる,マワッ,マワッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
新しい	形容詞,自立,*,*,形容詞・イ段,基本形,新しい,アタラシイ,アタラシイ,s
日付	名詞,一般,*,*,*,*,日付,ヒヅケ,ヒズケ,s
打てる	動詞,自立,*,*,一段,基本形,打てる,ウテル,ウテル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
そっ	名詞,代名詞,一般,*,*,*,そっ,ソッ,ソッ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
日間	名詞,接尾,助数詞,*,*,*,日間,ニチカン,ニチカン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
のびる	動詞,自立,*,*,一段,基本形,のびる,ノビル,ノビル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
確かに	感動詞,*,*,*,*,*,確かに,タシカニ,タシカニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
売上	名詞,一般,*,*,*,*,売上,ウリアゲ,ウリアゲ,i
、	記号,読点,*,*,*,*,、,、,、,i
売れる	動詞,自立,*,*,一段,基本形,売れる,ウレル,ウレル,i
期間	名詞,一般,*,*,*,*,期間,キカン,キカン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
長い	形容詞,自立,*,*,形容詞・アウオ段,基本形,長い,ナガイ,ナガイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
見い	動詞,自立,*,*,一段,命令k,見る,ミイ,ミー,s
