え	感動詞,*,*,*,*,*,え,エ,エ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
そういえば	接続詞,*,*,*,*,*,そういえば,ソウイエバ,ソウイエバ,s
、	記号,読点,*,*,*,*,、,、,、,s
EOS
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ちっちゃい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっちゃい,チッチャイ,チッチャイ,s
川	名詞,一般,*,*,*,*,川,カワ,カワ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
河原	名詞,一般,*,*,*,*,河原,カワラ,カワラ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
水	名詞,一般,*,*,*,*,水,スイ,スイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
流れ	動詞,自立,*,*,一段,連用形,流れる,ナガレ,ナガレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほいで	接続詞,*,*,*,*,*,ほいで,ホイデ,ホイデ,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
側	名詞,一般,*,*,*,*,側,ガワ,ガワ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おっちゃん	名詞,一般,*,*,*,*,おっちゃん,オッチャン,オッチャン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
、	記号,読点,*,*,*,*,、,、,、,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
、	記号,読点,*,*,*,*,、,、,、,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
流さ	動詞,自立,*,*,五段・サ行,未然形,流す,ナガサ,ナガサ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほいで	接続詞,*,*,*,*,*,ほいで,ホイデ,ホイデ,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
側	名詞,一般,*,*,*,*,側,ガワ,ガワ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
おじさん	名詞,一般,*,*,*,*,おじさん,オジサン,オジサン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
おっちゃん	名詞,一般,*,*,*,*,おっちゃん,オッチャン,オッチャン,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
仲	名詞,一般,*,*,*,*,仲,ナカ,ナカ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
地元	名詞,一般,*,*,*,*,地元,ジモト,ジモト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
とも	助詞,副助詞,*,*,*,*,とも,トモ,トモ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
不思議	名詞,一般,*,*,*,*,不思議,フシギ,フシギ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
川	名詞,一般,*,*,*,*,川,カワ,カワ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
挟ん	動詞,自立,*,*,五段・マ行,連用タ接続,挟む,ハサン,ハサン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
、	記号,読点,*,*,*,*,、,、,、,s
何分	副詞,一般,*,*,*,*,何分,ナニブン,ナニブン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
二分	名詞,サ変接続,*,*,*,*,二分,ニブン,ニブン,s
程	助詞,副助詞,*,*,*,*,程,ホド,ホド,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
いや	接続詞,*,*,*,*,*,いや,イヤ,イヤ,i
隣	名詞,一般,*,*,*,*,隣,トナリ,トナリ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
隣	名詞,一般,*,*,*,*,隣,トナリ,トナリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
でしょ	助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おじさん	名詞,一般,*,*,*,*,おじさん,オジサン,オジサン,s
亡くなっ	動詞,自立,*,*,五段・ラ行,連用タ接続,亡くなる,ナクナッ,ナクナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょうど	副詞,一般,*,*,*,*,ちょうど,チョウド,チョード,s
亡くなっ	動詞,自立,*,*,五段・ラ行,連用タ接続,亡くなる,ナクナッ,ナクナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
売る	動詞,自立,*,*,五段・ラ行,基本形,売る,ウル,ウル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
君	名詞,代名詞,一般,*,*,*,君,キミ,キミ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
あげ	動詞,自立,*,*,一段,連用形,あげる,アゲ,アゲ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
、	記号,読点,*,*,*,*,、,、,、,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほいで	接続詞,*,*,*,*,*,ほいで,ホイデ,ホイデ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
ちょうど	副詞,一般,*,*,*,*,ちょうど,チョウド,チョード,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
流さ	動詞,自立,*,*,五段・サ行,未然形,流す,ナガサ,ナガサ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ので	助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ,s
、	記号,読点,*,*,*,*,、,、,、,s
置い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,置く,オイ,オイ,s
とい	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続・縮約形,て＋おく,トイ,トイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
長い	形容詞,自立,*,*,形容詞・アウオ段,基本形,長い,ナガイ,ナガイ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
置い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,置く,オイ,オイ,s
とき	動詞,非自立,*,*,五段・カ行イ音便,連用形・縮約形,て＋おく,トキ,トキ,s
はっ	動詞,自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
、	記号,読点,*,*,*,*,、,、,、,s
亡くなっ	動詞,自立,*,*,五段・ラ行,連用タ接続,亡くなる,ナクナッ,ナクナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんなら	接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ,s
林	名詞,一般,*,*,*,*,林,ハヤシ,ハヤシ,s
君	名詞,接尾,人名,*,*,*,君,クン,クン,s
買う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,買う,コウ,コー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれる	動詞,非自立,*,*,一段・クレル,基本形,くれる,クレル,クレル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほいで	接続詞,*,*,*,*,*,ほいで,ホイデ,ホイデ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
、	記号,読点,*,*,*,*,、,、,、,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
出さ	動詞,自立,*,*,五段・サ行,未然形,出す,ダサ,ダサ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
なら	動詞,自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
、	記号,読点,*,*,*,*,、,、,、,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
な	フィラー,*,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
、	記号,読点,*,*,*,*,、,、,、,i
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,i
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,i
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,i
、	記号,読点,*,*,*,*,、,、,、,i
犬	名詞,一般,*,*,*,*,犬,イヌ,イヌ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
流さ	動詞,自立,*,*,五段・サ行,未然形,流す,ナガサ,ナガサ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
、	記号,読点,*,*,*,*,、,、,、,s
いやー	感動詞,*,*,*,*,*,いやー,イヤー,イヤー,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
、	記号,読点,*,*,*,*,、,、,、,i
三	名詞,数,*,*,*,*,三,サン,サン,i
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほら	感動詞,*,*,*,*,*,ほら,ホラ,ホラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
犬	名詞,一般,*,*,*,*,犬,イヌ,イヌ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
、	記号,読点,*,*,*,*,、,、,、,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
鳴く	動詞,自立,*,*,五段・カ行イ音便,基本形,鳴く,ナク,ナク,s
犬	名詞,一般,*,*,*,*,犬,イヌ,イヌ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
クッキー	名詞,一般,*,*,*,*,クッキー,クッキー,クッキー,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
クッキー	名詞,一般,*,*,*,*,クッキー,クッキー,クッキー,s
、	記号,読点,*,*,*,*,、,、,、,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
やんちゃ	名詞,形容動詞語幹,*,*,*,*,やんちゃ,ヤンチャ,ヤンチャ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
犬	名詞,一般,*,*,*,*,犬,イヌ,イヌ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほいで	接続詞,*,*,*,*,*,ほいで,ホイデ,ホイデ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
、	記号,読点,*,*,*,*,、,、,、,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
九	名詞,数,*,*,*,*,九,キュウ,キュー,s
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
鹿	名詞,一般,*,*,*,*,鹿,シカ,シカ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
