まず	副詞,一般,*,*,*,*,まず,マズ,マズ,i
特に	副詞,一般,*,*,*,*,特に,トクニ,トクニ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
広島	名詞,固有名詞,組織,*,*,*,広島,ヒロシマ,ヒロシマ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今度	名詞,副詞可能,*,*,*,*,今度,コンド,コンド,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
泊め	動詞,自立,*,*,一段,連用形,泊める,トメ,トメ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もらお	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,もらう,モラオ,モラオ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
広島	名詞,固有名詞,一般,*,*,*,広島,ヒロシマ,ヒロシマ,i
焼き	名詞,一般,*,*,*,*,焼き,ヤキ,ヤキ,i
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もみじ	名詞,一般,*,*,*,*,もみじ,モミジ,モミジ,i
饅頭	名詞,一般,*,*,*,*,饅頭,マンジュウ,マンジュー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もみじ	名詞,一般,*,*,*,*,もみじ,モミジ,モミジ,s
饅頭	名詞,一般,*,*,*,*,饅頭,マンジュウ,マンジュー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
もみじ	名詞,一般,*,*,*,*,もみじ,モミジ,モミジ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
形	名詞,一般,*,*,*,*,形,カタチ,カタチ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
饅頭	名詞,一般,*,*,*,*,饅頭,マンジュウ,マンジュー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
京都	名詞,固有名詞,地域,一般,*,*,京都,キョウト,キョート,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,i
広島	名詞,固有名詞,組織,*,*,*,広島,ヒロシマ,ヒロシマ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
土産	名詞,一般,*,*,*,*,土産,ミヤゲ,ミヤゲ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
今度	名詞,副詞可能,*,*,*,*,今度,コンド,コンド,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
帰ろ	動詞,自立,*,*,五段・ラ行,未然ウ接続,帰る,カエロ,カエロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,i
牡蠣	名詞,一般,*,*,*,*,牡蠣,カキ,カキ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
牡蠣	名詞,一般,*,*,*,*,牡蠣,カキ,カキ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
海鮮	名詞,一般,*,*,*,*,海鮮,カイセン,カイセン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
牡蠣	名詞,一般,*,*,*,*,牡蠣,カキ,カキ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
貝	名詞,一般,*,*,*,*,貝,カイ,カイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,i
、	記号,読点,*,*,*,*,、,、,、,i
広島	名詞,固有名詞,組織,*,*,*,広島,ヒロシマ,ヒロシマ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
嫌い	動詞,自立,*,*,五段・ワ行促音便,連用形,嫌う,キライ,キライ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
食べ	動詞,自立,*,*,一段,未然形,食べる,タベ,タベ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
食べれ	動詞,自立,*,*,一段・可能,未然形,食べれる,タベレ,タベレ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
臭い	動詞,自立,*,*,五段・ワ行促音便,連用形,臭う,ニオイ,ニオイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
グロテスク	名詞,形容動詞語幹,*,*,*,*,グロテスク,グロテスク,グロテスク,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
グロテスク	名詞,形容動詞語幹,*,*,*,*,グロテスク,グロテスク,グロテスク,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
グロテスク	名詞,形容動詞語幹,*,*,*,*,グロテスク,グロテスク,グロテスク,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
見た目	名詞,一般,*,*,*,*,見た目,ミタメ,ミタメ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,i
生々しい	形容詞,自立,*,*,形容詞・イ段,基本形,生々しい,ナマナマシイ,ナマナマシイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
気持ち悪い	形容詞,自立,*,*,形容詞・アウオ段,基本形,気持ち悪い,キモチワルイ,キモチワルイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
、	記号,読点,*,*,*,*,、,、,、,i
グロテスク	名詞,形容動詞語幹,*,*,*,*,グロテスク,グロテスク,グロテスク,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
グロ	名詞,一般,*,*,*,*,グロ,グロ,グロ,s
、	記号,読点,*,*,*,*,、,、,、,s
グロテスク	名詞,形容動詞語幹,*,*,*,*,グロテスク,グロテスク,グロテスク,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
グロい	形容詞,自立,*,*,形容詞・アウオ段,基本形,グロい,グロイ,グロイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
見た目	名詞,一般,*,*,*,*,見た目,ミタメ,ミタメ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
あんま	副詞,助詞類接続・縮約形,*,*,*,*,あんまり,アンマ,アンマ,i
よく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
見た目	名詞,一般,*,*,*,*,見た目,ミタメ,ミタメ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
確かに	感動詞,*,*,*,*,*,確かに,タシカニ,タシカニ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やから	接続詞,*,*,*,*,*,やから,ヤカラ,ヤカラ,i
あんま	副詞,助詞類接続・縮約形,*,*,*,*,あんまり,アンマ,アンマ,i
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,i
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
食べる	動詞,自立,*,*,一段,基本形,食べる,タベル,タベル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
意外	名詞,形容動詞語幹,*,*,*,*,意外,イガイ,イガイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
美味しい	形容詞,自立,*,*,形容詞・イ段,基本形,美味しい,オイシイ,オイシイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
美味しい	形容詞,自立,*,*,形容詞・イ段,基本形,美味しい,オイシイ,オイシイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
食感	名詞,一般,*,*,*,*,食感,食感,食感,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
食感	名詞,一般,*,*,*,*,食感,食感,食感,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
食感	名詞,一般,*,*,*,*,食感,食感,食感,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
きゅうり	名詞,一般,*,*,*,*,きゅうり,キュウリ,キュウリ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
味	名詞,一般,*,*,*,*,味,アジ,アジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
きゅうり	名詞,一般,*,*,*,*,きゅうり,キュウリ,キュウリ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
爽やか	名詞,形容動詞語幹,*,*,*,*,爽やか,サワヤカ,サワヤカ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
食感	名詞,一般,*,*,*,*,食感,食感,食感,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
嘘	名詞,一般,*,*,*,*,嘘,ウソ,ウソ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
肺	名詞,一般,*,*,*,*,肺,ハイ,ハイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
肺	名詞,一般,*,*,*,*,肺,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
黒い	形容詞,自立,*,*,形容詞・アウオ段,基本形,黒い,クロイ,クロイ,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
味	名詞,一般,*,*,*,*,味,アジ,アジ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そんなに	副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ,s
濃く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,濃い,コク,コク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,i
だって	助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
牡蠣	名詞,一般,*,*,*,*,牡蠣,カキ,カキ,i
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,i
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
牡蠣	名詞,一般,*,*,*,*,牡蠣,カキ,カキ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
食べ	動詞,自立,*,*,一段,未然形,食べる,タベ,タベ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
食べ	動詞,自立,*,*,一段,未然形,食べる,タベ,タベ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
牡蠣	名詞,一般,*,*,*,*,牡蠣,カキ,カキ,i
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
嫌い	動詞,自立,*,*,五段・ワ行促音便,連用形,嫌う,キライ,キライ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
牡蠣	名詞,一般,*,*,*,*,牡蠣,カキ,カキ,i
鍋	名詞,接尾,一般,*,*,*,鍋,ナベ,ナベ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
