つ	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ツ,ツ
彫う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,彫る,ホウ,ホー
振りしぼう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,振りしぼる,フリシボウ,フリシボー
つけ入う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,つけ入る,ツケイウ,ツケイー
したごう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,したがう,シタゴウ,シタゴー
そもう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,そまる,ソモウ,ソモー
引さごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,引さがる,ヒキサゴウ,ヒキサゴー
預こう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,預かる,アズコウ,アズコー
組合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,組合う,クミオウ,クミオー
たすこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,たすかる,タスコウ,タスコー
購う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,購う,アガノウ,アガノー
とびまおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,とびまわる,トビマオウ,トビマオー
ふんぞう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ふんぞる,フンゾウ,フンゾー
にえとう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,にえたつ,ニエトウ,ニエトー
罵う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,罵る,ノノシウ,ノノシー
まがりくねう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,まがりくねる,マガリクネウ,マガリクネー
立ち合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,立ち合う,タチオウ,タチオー
疑う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,疑る,ウタグウ,ウタグー
燃えとう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,燃えたつ,モエトウ,モエトー
ひきずう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ひきずる,ヒキズウ,ヒキズー
成かおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,成かわる,ナリカオウ,ナリカオー
かげう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,かげる,カゲウ,カゲー
出し切う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,出し切る,ダシキウ,ダシキー
あう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,あう,オウ,オー
捕もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,捕まる,ツカモウ,ツカモー
わかいしおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,わかいしあう,ワカイシオウ,ワカイシオー
おいすごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,おいすがる,オイスゴウ,オイスゴー
重ね合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,重ね合う,カサネオウ,カサネオー
埋もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,埋もる,ウズモウ,ウズモー
中う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,中る,アトウ,アトー
訛う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,訛る,ナモウ,ナモー
吊りあごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,吊りあがる,ツリアゴウ,ツリアゴー
散残う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,散残る,チリノコウ,チリノコー
抜きとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,抜きとる,ヌキトウ,ヌキトー
聞取う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,聞取る,キキトウ,キキトー
飛び乗う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,飛び乗る,トビノウ,トビノー
すぼもう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,すぼまる,スボモウ,スボモー
きりかこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,きりかかる,キリカコウ,キリカコー
ぎしきぼう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ぎしきばる,ギシキボウ,ギシキボー
こだおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,こだわる,コダオウ,コダオー
味おう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,味わう,アジオウ,アジオー
しゃちほこばう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,しゃちほこばる,シャチホコボウ,シャチホコボー
なぎ払う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,なぎ払う,ナギハロウ,ナギハロー
保う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,保つ,タモウ,タモー
ひあごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ひあがる,ヒアゴウ,ヒアゴー
見当とう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,見当たる,ミアトウ,ミアトー
雑じょう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,雑ざる,マジヨウ,マジヨー
飛廻う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,飛廻る,トビマオウ,トビマオー
もろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,もらう,モロウ,モロー
もう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続・縮約形,もらう,モウ,モー
もろう	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続,もらう,モロウ,モロー
もう	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続・縮約形,もらう,モウ,モー
請け合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,請け合う,ウケオウ,ウケオー
はべう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,はべる,ハベウ,ハベー
さっきどう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,さっきだつ,シヨウキドウ,シヨウキドー
触れまおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,触れまわる,フレマオウ,フレマオー
隠し持う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,隠し持つ,カクシモウ,カクシモー
まくう	動詞,非自立,*,*,五段・ラ行ウ音便,連用タ接続,まくる,マクウ,マクー
うどう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,うだる,ウドウ,ウドー
たう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,たる,トウ,トー
頼み入う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,頼み入る,タノミイウ,タノミイー
取りつくろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,取りつくろう,トリツクロウ,トリツクロー
引絞う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,引絞る,ヒキシボウ,ヒキシボー
曲りくねう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,曲りくねる,マガリクネウ,マガリクネー
養う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,養う,ヤシノウ,ヤシノー
めしとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,めしとる,メシトウ,メシトー
たぎう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,たぎつ,タギウ,タギー
なれおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,なれあう,ナレオウ,ナレオー
しみとおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,しみとおる,シミトオウ,シミトーー
つっ走う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,つっ走る,ツウパシウ,ツウパシー
開け払う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,開け払う,アケハロウ,アケハロー
動き回う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,動き回る,ウゴキマオウ,ウゴキマオー
がめう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,がめる,ガメウ,ガメー
よみふけう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,よみふける,ヨミフケウ,ヨミフケー
ゆすう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ゆする,ユスウ,ユスー
見積もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,見積もる,ミツモウ,ミツモー
容体ぶう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,容体ぶる,ヨウダイブウ,ヨーダイブー
しそこのう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,しそこなう,シソコノウ,シソコノー
すり寄う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,すり寄る,スリヨウ,スリヨー
通う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,通う,カヨウ,カヨー
いかりくるう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いかりくるう,イカリクルウ,イカリクルー
殴う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,殴る,ナグウ,ナグー
たちかこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,たちかかる,タチカコウ,タチカコー
つかみかこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,つかみかかる,ツカミカコウ,ツカミカコー
付従う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,付従う,ツキシタゴウ,ツキシタゴー
うかびあごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,うかびあがる,ウカビアゴウ,ウカビアゴー
見当う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,見当る,ミアトウ,ミアトー
崩れしょう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,崩れさる,クズレシヨウ,クズレシヨー
くいきう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,くいきる,クイキウ,クイキー
じんどう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,じんどる,ジンドウ,ジンドー
つのめどう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,つのめだつ,ツノメドウ,ツノメドー
旅立う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,旅立つ,タビドウ,タビドー
あわれごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,あわれがる,アワレゴウ,アワレゴー
移り変おう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,移り変わる,ウツリカオウ,ウツリカオー
寝静もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,寝静まる,ネシズモウ,ネシズモー
押しまくう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,押しまくる,オシマクウ,オシマクー
抜かおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,抜かわる,ヌケカオウ,ヌケカオー
総毛立う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,総毛立つ,ソウケドウ,ソーケドー
みはかろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,みはからう,ミハカロウ,ミハカロー
もてあつこう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,もてあつかう,モテアツコウ,モテアツコー
経う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,経つ,トウ,トー
うねう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,うねる,ウネウ,ウネー
つれ去う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,つれ去る,ツレシヨウ,ツレシヨー
引き合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,引き合う,ヒキオウ,ヒキオー
奪い合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,奪い合う,ウバイオウ,ウバイオー
ふるいとう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,ふるいたつ,フルイトウ,フルイトー
連れ合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続ウ音便,連れ合う,ツレオウ,ツレオー
わこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,わかる,ワコウ,ワコー
粧う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,粧う,ヨソオウ,ヨソオー
芽どう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,芽だつ,メドウ,メドー
言い張う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,言い張る,イイホウ,イーホー
くくう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,くくる,ククウ,ククー
つくう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,つくる,ツクウ,ツクー
懸隔とう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,懸隔たる,カケヘダトウ,カケヘダトー
立ちふさごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,立ちふさがる,タチフサゴウ,タチフサゴー
あてこすう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,あてこする,アテコスウ,アテコスー
光う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,光る,ヒコウ,ヒコー
のぼせあごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,のぼせあがる,ノボセアゴウ,ノボセアゴー
依う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,依る,ヨウ,ヨー
粟立う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,粟立つ,アワドウ,アワドー
取りもう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,取りもつ,トリモウ,トリモー
しにかおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,しにかわる,シニカオウ,シニカオー
伐う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,伐る,キウ,キー
独りごう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,独りごつ,ヒトリゴウ,ヒトリゴー
愚図う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,愚図る,グズウ,グズー
おしうつう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,おしうつる,オシウツウ,オシウツー
ふるえあごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ふるえあがる,フルエアゴウ,フルエアゴー
取り揃う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,取り揃う,トリソロウ,トリソロー
追い払う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,追い払う,オイハロウ,オイハロー
規則立う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,規則立つ,キソクドウ,キソクドー
ビビう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ビビる,ビビウ,ビビー
祷う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,祷る,イノウ,イノー
くう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,くう,クウ,クー
うらぎう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,うらぎる,ウラギウ,ウラギー
つっ切う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,つっ切る,ツウキウ,ツウキー
うるおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,うるおう,ウルオウ,ウルオー
つこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,つかる,ツコウ,ツコー
なり変おう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,なり変わる,ナリカオウ,ナリカオー
つかもう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,つかまる,ツカモウ,ツカモー
ねどう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ねだる,ネドウ,ネドー
打合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,打合う,ウチオウ,ウチオー
打ち取う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,打ち取る,ウチトウ,ウチトー
成り下ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,成り下がる,ナリサゴウ,ナリサゴー
切羽詰う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,切羽詰る,セウパツモウ,セウパツモー
居残う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,居残る,イノコウ,イノコー
肥う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,肥る,フトウ,フトー
染み透う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,染み透る,シミトオウ,シミトーー
騰ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,騰がる,アゴウ,アゴー
散り残う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,散り残る,チリノコウ,チリノコー
賄う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,賄う,マカノウ,マカノー
事足う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,事足る,コトトウ,コトトー
ポシャう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ポシャる,ポシャウ,ポシャー
