問掛けれる	動詞,自立,*,*,一段・可能,基本形,問掛けれる,トイカケレル,トイカケレル
のぞかせれん	動詞,自立,*,*,一段・可能,体言接続特殊,のぞかせれる,ノゾカセレン,ノゾカセレン
繰上げれる	動詞,自立,*,*,一段・可能,基本形,繰上げれる,クリアゲレル,クリアゲレル
繰上げれ	動詞,自立,*,*,一段・可能,未然形,繰上げれる,クリアゲレ,クリアゲレ
繰上げれ	動詞,自立,*,*,一段・可能,連用形,繰上げれる,クリアゲレ,クリアゲレ
繰上げれれ	動詞,自立,*,*,一段・可能,仮定形,繰上げれる,クリアゲレレ,クリアゲレレ
繰上げれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,繰上げれる,クリアゲレリャ,クリアゲレリャ
繰上げれん	動詞,自立,*,*,一段・可能,体言接続特殊,繰上げれる,クリアゲレン,クリアゲレン
列ねれる	動詞,自立,*,*,一段・可能,基本形,列ねれる,ツラネレル,ツラネレル
列ねれ	動詞,自立,*,*,一段・可能,未然形,列ねれる,ツラネレ,ツラネレ
列ねれ	動詞,自立,*,*,一段・可能,連用形,列ねれる,ツラネレ,ツラネレ
列ねれれ	動詞,自立,*,*,一段・可能,仮定形,列ねれる,ツラネレレ,ツラネレレ
列ねれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,列ねれる,ツラネレリャ,ツラネレリャ
列ねれん	動詞,自立,*,*,一段・可能,体言接続特殊,列ねれる,ツラネレン,ツラネレン
のぼりつめるれる	動詞,自立,*,*,一段・可能,基本形,のぼりつめるれる,ノボリツメルレル,ノボリツメルレル
のぼりつめるれ	動詞,自立,*,*,一段・可能,未然形,のぼりつめるれる,ノボリツメルレ,ノボリツメルレ
のぼりつめるれ	動詞,自立,*,*,一段・可能,連用形,のぼりつめるれる,ノボリツメルレ,ノボリツメルレ
のぼりつめるれれ	動詞,自立,*,*,一段・可能,仮定形,のぼりつめるれる,ノボリツメルレレ,ノボリツメルレレ
のぼりつめるれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,のぼりつめるれる,ノボリツメルレリャ,ノボリツメルレリャ
のぼりつめるれん	動詞,自立,*,*,一段・可能,体言接続特殊,のぼりつめるれる,ノボリツメルレン,ノボリツメルレン
項垂れれる	動詞,自立,*,*,一段・可能,基本形,項垂れれる,ウナダレレル,ウナダレレル
項垂れれ	動詞,自立,*,*,一段・可能,未然形,項垂れれる,ウナダレレ,ウナダレレ
項垂れれ	動詞,自立,*,*,一段・可能,連用形,項垂れれる,ウナダレレ,ウナダレレ
項垂れれれ	動詞,自立,*,*,一段・可能,仮定形,項垂れれる,ウナダレレレ,ウナダレレレ
項垂れれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,項垂れれる,ウナダレレリャ,ウナダレレリャ
項垂れれん	動詞,自立,*,*,一段・可能,体言接続特殊,項垂れれる,ウナダレレン,ウナダレレン
まげれる	動詞,自立,*,*,一段・可能,基本形,まげれる,マゲレル,マゲレル
まげれ	動詞,自立,*,*,一段・可能,未然形,まげれる,マゲレ,マゲレ
まげれ	動詞,自立,*,*,一段・可能,連用形,まげれる,マゲレ,マゲレ
まげれれ	動詞,自立,*,*,一段・可能,仮定形,まげれる,マゲレレ,マゲレレ
まげれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,まげれる,マゲレリャ,マゲレリャ
まげれん	動詞,自立,*,*,一段・可能,体言接続特殊,まげれる,マゲレン,マゲレン
点てれる	動詞,自立,*,*,一段・可能,基本形,点てれる,タテレル,タテレル
点てれ	動詞,自立,*,*,一段・可能,未然形,点てれる,タテレ,タテレ
点てれ	動詞,自立,*,*,一段・可能,連用形,点てれる,タテレ,タテレ
点てれれ	動詞,自立,*,*,一段・可能,仮定形,点てれる,タテレレ,タテレレ
点てれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,点てれる,タテレリャ,タテレリャ
点てれん	動詞,自立,*,*,一段・可能,体言接続特殊,点てれる,タテレン,タテレン
まとめれる	動詞,自立,*,*,一段・可能,基本形,まとめれる,マトメレル,マトメレル
まとめれ	動詞,自立,*,*,一段・可能,未然形,まとめれる,マトメレ,マトメレ
まとめれ	動詞,自立,*,*,一段・可能,連用形,まとめれる,マトメレ,マトメレ
まとめれれ	動詞,自立,*,*,一段・可能,仮定形,まとめれる,マトメレレ,マトメレレ
まとめれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,まとめれる,マトメレリャ,マトメレリャ
まとめれん	動詞,自立,*,*,一段・可能,体言接続特殊,まとめれる,マトメレン,マトメレン
しっけれる	動詞,自立,*,*,一段・可能,基本形,しっけれる,シッケレル,シッケレル
しっけれ	動詞,自立,*,*,一段・可能,未然形,しっけれる,シッケレ,シッケレ
しっけれ	動詞,自立,*,*,一段・可能,連用形,しっけれる,シッケレ,シッケレ
しっけれれ	動詞,自立,*,*,一段・可能,仮定形,しっけれる,シッケレレ,シッケレレ
しっけれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,しっけれる,シッケレリャ,シッケレリャ
しっけれん	動詞,自立,*,*,一段・可能,体言接続特殊,しっけれる,シッケレン,シッケレン
責めれる	動詞,自立,*,*,一段・可能,基本形,責めれる,セメレル,セメレル
責めれ	動詞,自立,*,*,一段・可能,未然形,責めれる,セメレ,セメレ
責めれ	動詞,自立,*,*,一段・可能,連用形,責めれる,セメレ,セメレ
責めれれ	動詞,自立,*,*,一段・可能,仮定形,責めれる,セメレレ,セメレレ
責めれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,責めれる,セメレリャ,セメレリャ
責めれん	動詞,自立,*,*,一段・可能,体言接続特殊,責めれる,セメレン,セメレン
始めれる	動詞,自立,*,*,一段・可能,基本形,始めれる,ハジメレル,ハジメレル
始めれ	動詞,自立,*,*,一段・可能,未然形,始めれる,ハジメレ,ハジメレ
始めれ	動詞,自立,*,*,一段・可能,連用形,始めれる,ハジメレ,ハジメレ
始めれれ	動詞,自立,*,*,一段・可能,仮定形,始めれる,ハジメレレ,ハジメレレ
始めれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,始めれる,ハジメレリャ,ハジメレリャ
始めれん	動詞,自立,*,*,一段・可能,体言接続特殊,始めれる,ハジメレン,ハジメレン
引受けれる	動詞,自立,*,*,一段・可能,基本形,引受けれる,ヒキウケレル,ヒキウケレル
引受けれ	動詞,自立,*,*,一段・可能,未然形,引受けれる,ヒキウケレ,ヒキウケレ
引受けれ	動詞,自立,*,*,一段・可能,連用形,引受けれる,ヒキウケレ,ヒキウケレ
引受けれれ	動詞,自立,*,*,一段・可能,仮定形,引受けれる,ヒキウケレレ,ヒキウケレレ
引受けれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,引受けれる,ヒキウケレリャ,ヒキウケレリャ
引受けれん	動詞,自立,*,*,一段・可能,体言接続特殊,引受けれる,ヒキウケレン,ヒキウケレン
垂こめれる	動詞,自立,*,*,一段・可能,基本形,垂こめれる,タレコメレル,タレコメレル
垂こめれ	動詞,自立,*,*,一段・可能,未然形,垂こめれる,タレコメレ,タレコメレ
垂こめれ	動詞,自立,*,*,一段・可能,連用形,垂こめれる,タレコメレ,タレコメレ
垂こめれれ	動詞,自立,*,*,一段・可能,仮定形,垂こめれる,タレコメレレ,タレコメレレ
垂こめれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,垂こめれる,タレコメレリャ,タレコメレリャ
垂こめれん	動詞,自立,*,*,一段・可能,体言接続特殊,垂こめれる,タレコメレン,タレコメレン
ちかよせれる	動詞,自立,*,*,一段・可能,基本形,ちかよせれる,チカヨセレル,チカヨセレル
ちかよせれ	動詞,自立,*,*,一段・可能,未然形,ちかよせれる,チカヨセレ,チカヨセレ
ちかよせれ	動詞,自立,*,*,一段・可能,連用形,ちかよせれる,チカヨセレ,チカヨセレ
ちかよせれれ	動詞,自立,*,*,一段・可能,仮定形,ちかよせれる,チカヨセレレ,チカヨセレレ
ちかよせれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,ちかよせれる,チカヨセレリャ,チカヨセレリャ
ちかよせれん	動詞,自立,*,*,一段・可能,体言接続特殊,ちかよせれる,チカヨセレン,チカヨセレン
力づけれる	動詞,自立,*,*,一段・可能,基本形,力づけれる,チカラヅケレル,チカラズケレル
力づけれ	動詞,自立,*,*,一段・可能,未然形,力づけれる,チカラヅケレ,チカラズケレ
力づけれ	動詞,自立,*,*,一段・可能,連用形,力づけれる,チカラヅケレ,チカラズケレ
力づけれれ	動詞,自立,*,*,一段・可能,仮定形,力づけれる,チカラヅケレレ,チカラズケレレ
力づけれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,力づけれる,チカラヅケレリャ,チカラズケレリャ
力づけれん	動詞,自立,*,*,一段・可能,体言接続特殊,力づけれる,チカラヅケレン,チカラズケレン
あばれれる	動詞,自立,*,*,一段・可能,基本形,あばれれる,アバレレル,アバレレル
あばれれ	動詞,自立,*,*,一段・可能,未然形,あばれれる,アバレレ,アバレレ
あばれれ	動詞,自立,*,*,一段・可能,連用形,あばれれる,アバレレ,アバレレ
あばれれれ	動詞,自立,*,*,一段・可能,仮定形,あばれれる,アバレレレ,アバレレレ
あばれれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,あばれれる,アバレレリャ,アバレレリャ
あばれれん	動詞,自立,*,*,一段・可能,体言接続特殊,あばれれる,アバレレン,アバレレン
醒めれる	動詞,自立,*,*,一段・可能,基本形,醒めれる,サメレル,サメレル
醒めれ	動詞,自立,*,*,一段・可能,未然形,醒めれる,サメレ,サメレ
醒めれ	動詞,自立,*,*,一段・可能,連用形,醒めれる,サメレ,サメレ
醒めれれ	動詞,自立,*,*,一段・可能,仮定形,醒めれる,サメレレ,サメレレ
醒めれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,醒めれる,サメレリャ,サメレリャ
醒めれん	動詞,自立,*,*,一段・可能,体言接続特殊,醒めれる,サメレン,サメレン
突付けれる	動詞,自立,*,*,一段・可能,基本形,突付けれる,ツキツケレル,ツキツケレル
突付けれ	動詞,自立,*,*,一段・可能,未然形,突付けれる,ツキツケレ,ツキツケレ
突付けれ	動詞,自立,*,*,一段・可能,連用形,突付けれる,ツキツケレ,ツキツケレ
突付けれれ	動詞,自立,*,*,一段・可能,仮定形,突付けれる,ツキツケレレ,ツキツケレレ
突付けれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,突付けれる,ツキツケレリャ,ツキツケレリャ
突付けれん	動詞,自立,*,*,一段・可能,体言接続特殊,突付けれる,ツキツケレン,ツキツケレン
ほけれる	動詞,自立,*,*,一段・可能,基本形,ほけれる,ホケレル,ホケレル
ほけれ	動詞,自立,*,*,一段・可能,未然形,ほけれる,ホケレ,ホケレ
ほけれ	動詞,自立,*,*,一段・可能,連用形,ほけれる,ホケレ,ホケレ
ほけれれ	動詞,自立,*,*,一段・可能,仮定形,ほけれる,ホケレレ,ホケレレ
ほけれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,ほけれる,ホケレリャ,ホケレリャ
ほけれん	動詞,自立,*,*,一段・可能,体言接続特殊,ほけれる,ホケレン,ホケレン
打連れれる	動詞,自立,*,*,一段・可能,基本形,打連れれる,ウチツレレル,ウチツレレル
打連れれ	動詞,自立,*,*,一段・可能,未然形,打連れれる,ウチツレレ,ウチツレレ
打連れれ	動詞,自立,*,*,一段・可能,連用形,打連れれる,ウチツレレ,ウチツレレ
打連れれれ	動詞,自立,*,*,一段・可能,仮定形,打連れれる,ウチツレレレ,ウチツレレレ
打連れれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,打連れれる,ウチツレレリャ,ウチツレレリャ
打連れれん	動詞,自立,*,*,一段・可能,体言接続特殊,打連れれる,ウチツレレン,ウチツレレン
清めれる	動詞,自立,*,*,一段・可能,基本形,清めれる,キヨメレル,キヨメレル
清めれ	動詞,自立,*,*,一段・可能,未然形,清めれる,キヨメレ,キヨメレ
清めれ	動詞,自立,*,*,一段・可能,連用形,清めれる,キヨメレ,キヨメレ
清めれれ	動詞,自立,*,*,一段・可能,仮定形,清めれる,キヨメレレ,キヨメレレ
清めれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,清めれる,キヨメレリャ,キヨメレリャ
清めれん	動詞,自立,*,*,一段・可能,体言接続特殊,清めれる,キヨメレン,キヨメレン
けたてれる	動詞,自立,*,*,一段・可能,基本形,けたてれる,ケタテレル,ケタテレル
けたてれ	動詞,自立,*,*,一段・可能,未然形,けたてれる,ケタテレ,ケタテレ
けたてれ	動詞,自立,*,*,一段・可能,連用形,けたてれる,ケタテレ,ケタテレ
けたてれれ	動詞,自立,*,*,一段・可能,仮定形,けたてれる,ケタテレレ,ケタテレレ
けたてれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,けたてれる,ケタテレリャ,ケタテレリャ
けたてれん	動詞,自立,*,*,一段・可能,体言接続特殊,けたてれる,ケタテレン,ケタテレン
霜がれれる	動詞,自立,*,*,一段・可能,基本形,霜がれれる,シモガレレル,シモガレレル
霜がれれ	動詞,自立,*,*,一段・可能,未然形,霜がれれる,シモガレレ,シモガレレ
霜がれれ	動詞,自立,*,*,一段・可能,連用形,霜がれれる,シモガレレ,シモガレレ
霜がれれれ	動詞,自立,*,*,一段・可能,仮定形,霜がれれる,シモガレレレ,シモガレレレ
霜がれれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,霜がれれる,シモガレレリャ,シモガレレリャ
霜がれれん	動詞,自立,*,*,一段・可能,体言接続特殊,霜がれれる,シモガレレン,シモガレレン
打立てれる	動詞,自立,*,*,一段・可能,基本形,打立てれる,ウチタテレル,ウチタテレル
打立てれ	動詞,自立,*,*,一段・可能,未然形,打立てれる,ウチタテレ,ウチタテレ
打立てれ	動詞,自立,*,*,一段・可能,連用形,打立てれる,ウチタテレ,ウチタテレ
打立てれれ	動詞,自立,*,*,一段・可能,仮定形,打立てれる,ウチタテレレ,ウチタテレレ
