あつこわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あつかう,アツコワ,アツコワ
節くれだわ	動詞,自立,*,*,五段・タ行,未然形,節くれだつ,フシクレドワ,フシクレドワ
退わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,退る,シシヨワ,シシヨワ
退わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,退る,スシヨワ,スシヨワ
かんぐわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かんぐる,カングワ,カングワ
おどりあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おどりあがる,オドリアゴワ,オドリアゴワ
彌次わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,彌次る,ヤジワ,ヤジワ
せまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,せまる,セモワ,セモワ
溶合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,溶合う,トケオワ,トケオワ
ずりあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ずりあがる,ズリアゴワ,ズリアゴワ
困りきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,困りきる,コマリキワ,コマリキワ
謂わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,謂う,イワ,イワ
謂わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,謂う,ユワ,ユワ
いいあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,いいあう,イイオワ,イーオワ
おこなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,おこなう,オコノワ,オコノワ
向かい合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,向かい合う,ムカイオワ,ムカイオワ
立直わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立直る,タチナオワ,タチナオワ
遠ざかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,遠ざかる,トオザコワ,トーザコワ
にらみあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,にらみあう,ニラミオワ,ニラミオワ
割振わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,割振る,ワリフワ,ワリフワ
行き当わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行き当る,ユキアトワ,ユキアトワ
行き当わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行き当る,イキアトワ,イキアトワ
住替わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,住替る,スミカヲワ,スミカヲワ
立上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立上がる,タチアゴワ,タチアゴワ
駆けずりまわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,駆けずりまわる,カケズリマヲワ,カケズリマヲワ
ふるまわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ふるまう,フルモワ,フルモワ
おもいたわ	動詞,自立,*,*,五段・タ行,未然形,おもいたつ,オモイトワ,オモイトワ
だしきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,だしきる,ダシキワ,ダシキワ
とびちがわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,とびちがう,トビチゴワ,トビチゴワ
かけよわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かけよる,カケヨワ,カケヨワ
いきあたわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いきあたる,イキアトワ,イキアトワ
めくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,めくる,メクワ,メクワ
咲におわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,咲におう,サキニオワ,サキニオワ
うらなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,うらなう,ウラノワ,ウラノワ
言付かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,言付かる,コトヅコワ,コトズコワ
引っかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,引っかかる,ヒウカコワ,ヒウカコワ
思いやわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,思いやる,オモイヤワ,オモイヤワ
燃え広がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,燃え広がる,モエヒロゴワ,モエヒロゴワ
はさまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,はさまる,ハサモワ,ハサモワ
組み合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,組み合う,クミオワ,クミオワ
つくばわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,つくばう,ツクボワ,ツクボワ
立ちはだかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立ちはだかる,タチハダコワ,タチハダコワ
計らわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,計らう,ハカロワ,ハカロワ
乗りかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,乗りかかる,ノリカコワ,ノリカコワ
はしりまわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,はしりまわる,ハシリマヲワ,ハシリマヲワ
開き直わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,開き直る,ヒラキナオワ,ヒラキナオワ
おもいとどまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おもいとどまる,オモイトドモワ,オモイトドモワ
下わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,下る,クドワ,クドワ
鯱張わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,鯱張る,シャチホコボワ,シャチホコボワ
受けあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,受けあう,ウケオワ,ウケオワ
おっぱらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,おっぱらう,オウパロワ,オウパロワ
有わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,有る,オワ,オワ
到わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,到る,イトワ,イトワ
貼わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,貼る,ホワ,ホワ
立ちあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立ちあがる,タチアゴワ,タチアゴワ
言い誤わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,言い誤る,イイアヤモワ,イーアヤモワ
務まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,務まる,ツトモワ,ツトモワ
かわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,かう,コワ,コワ
くちごもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くちごもる,クチゴモワ,クチゴモワ
こわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,こう,コワ,コワ
悦に入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,悦に入る,エツニイワ,エツニイワ
せせら笑わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,せせら笑う,セセラワロワ,セセラワロワ
きわだわ	動詞,自立,*,*,五段・タ行,未然形,きわだつ,キワドワ,キワドワ
推し移わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,推し移る,オシウツワ,オシウツワ
擦れあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,擦れあう,スレオワ,スレオワ
相成わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,相成る,アイノワ,アイノワ
口走わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,口走る,クチバシワ,クチバシワ
為損なわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,為損なう,シソコノワ,シソコノワ
変わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,変わる,カヲワ,カヲワ
立ち直わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立ち直る,タチナオワ,タチナオワ
ふりはらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ふりはらう,フリハロワ,フリハロワ
すくみあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すくみあがる,スクミアゴワ,スクミアゴワ
突っきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,突っきる,ツウキワ,ツウキワ
そわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,そわる,ソヲワ,ソヲワ
はかどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,はかどる,ハカドワ,ハカドワ
きりとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,きりとる,キリトワ,キリトワ
爪繰わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,爪繰る,ツマグワ,ツマグワ
ぐちわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぐちる,グチワ,グチワ
耳だわ	動詞,自立,*,*,五段・タ行,未然形,耳だつ,ミミドワ,ミミドワ
成り変わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,成り変わる,ナリカヲワ,ナリカヲワ
みはわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,みはる,ミホワ,ミホワ
取り仕切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,取り仕切る,トリシキワ,トリシキワ
呪わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,呪う,ノロワ,ノロワ
呪わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,呪う,マジノワ,マジノワ
うずまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,うずまる,ウズモワ,ウズモワ
けずわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,けずる,ケズワ,ケズワ
勇み立わ	動詞,自立,*,*,五段・タ行,未然形,勇み立つ,イサミトワ,イサミトワ
ふるえ上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ふるえ上がる,フルエアゴワ,フルエアゴワ
抉わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,抉る,エグワ,エグワ
抉わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,抉る,クジワ,クジワ
行きあたわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行きあたる,ユキアトワ,ユキアトワ
行きあたわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行きあたる,イキアトワ,イキアトワ
けどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,けどる,ケドワ,ケドワ
当て嵌わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,当て嵌る,アテハモワ,アテハモワ
はり合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,はり合う,ハリオワ,ハリオワ
馴れあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,馴れあう,ナレオワ,ナレオワ
刈り取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,刈り取る,カリトワ,カリトワ
ぬりたくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぬりたくる,ヌリタクワ,ヌリタクワ
断ち切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,断ち切る,タチキワ,タチキワ
釣上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,釣上がる,ツリアゴワ,ツリアゴワ
詰め寄わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,詰め寄る,ツメヨワ,ツメヨワ
焼き切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,焼き切る,ヤキキワ,ヤキキワ
干上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,干上がる,ヒアゴワ,ヒアゴワ
かたりあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,かたりあう,カタリオワ,カタリオワ
うきあしだわ	動詞,自立,*,*,五段・タ行,未然形,うきあしだつ,ウキアシドワ,ウキアシドワ
そぼわ	動詞,自立,*,*,五段・タ行,未然形,そぼつ,ソボワ,ソボワ
会わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,会う,オワ,オワ
つかみあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,つかみあう,ツカミオワ,ツカミオワ
泣きじゃくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,泣きじゃくる,ナキジャクワ,ナキジャクワ
溯わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,溯る,サカノボワ,サカノボワ
ちらかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ちらかる,チラコワ,チラコワ
透わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,透る,トオワ,トーワ
ほお張わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ほお張る,ホオボワ,ホーボワ
骨張わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,骨張る,ホネボワ,ホネボワ
成り代わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,成り代わる,ナリカヲワ,ナリカヲワ
生き残わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,生き残る,イキノコワ,イキノコワ
狩わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,狩る,コワ,コワ
繋がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,繋がる,ツナゴワ,ツナゴワ
そぼ降わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,そぼ降る,ソボフワ,ソボフワ
くすぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くすぶる,クスブワ,クスブワ
用だわ	動詞,自立,*,*,五段・タ行,未然形,用だつ,ヨウドワ,ヨウドワ
曲わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,曲る,マゴワ,マゴワ
軋わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,軋る,キシワ,キシワ
おじゃわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おじゃる,オジャワ,オジャワ
立ち代わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立ち代る,タチカヲワ,タチカヲワ
みやぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,みやぶる,ミヤブワ,ミヤブワ
ささやきあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ささやきあう,ササヤキオワ,ササヤキオワ
透き通わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,透き通る,スキトオワ,スキトーワ
やせ細わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,やせ細る,ヤセホソワ,ヤセホソワ
ダブわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ダブる,ダブワ,ダブワ
逃げ切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,逃げ切る,ニゲキワ,ニゲキワ
つけ狙わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,つけ狙う,ツケネロワ,ツケネロワ
充わ	動詞,自立,*,*,五段・タ行,未然形,充つ,ミワ,ミワ
咲き揃わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,咲き揃う,サキソロワ,サキソロワ
そぐわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,そぐう,ソグワ,ソグワ
躍り上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,躍り上がる,オドリアゴワ,オドリアゴワ
めぐわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,めぐる,メグワ,メグワ
打ち払わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,打ち払う,ウチハロワ,ウチハロワ
読みふけわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,読みふける,ヨミフケワ,ヨミフケワ
けんしきばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,けんしきばる,ケンシキボワ,ケンシキボワ
立迷わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,立迷う,タチマヨワ,タチマヨワ
いいはなわ	動詞,自立,*,*,五段・タ行,未然形,いいはなつ,イイハノワ,イーハノワ
やくだわ	動詞,自立,*,*,五段・タ行,未然形,やくだつ,ヤクドワ,ヤクドワ
消え去わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,消え去る,キエシヨワ,キエシヨワ
しぼりとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,しぼりとる,シボリトワ,シボリトワ
斎わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,斎う,イヲワ,イヲワ
脂下がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,脂下がる,ヤニサゴワ,ヤニサゴワ
やきはらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,やきはらう,ヤキハロワ,ヤキハロワ
手間どわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,手間どる,テマドワ,テマドワ
かぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かぶる,カブワ,カブワ
くりゃわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くりゃる,クリャワ,クリャワ
凍わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,凍る,コオワ,コーワ
喋わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,喋る,シャベワ,シャベワ
行き詰わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行き詰る,イキヅモワ,イキズモワ
行き詰わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行き詰る,ユキヅモワ,ユキズモワ
おもいとまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おもいとまる,オモイトモワ,オモイトモワ
にたわ	動詞,自立,*,*,五段・タ行,未然形,にたつ,ニトワ,ニトワ
しめわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,しめる,シメワ,シメワ
侍わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,侍る,ハベワ,ハベワ
しおわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,しおる,シオワ,シオワ
すみきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すみきる,スミキワ,スミキワ
たぐわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たぐる,タグワ,タグワ
せぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,せぎる,セギワ,セギワ
よりあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,よりあう,ヨリオワ,ヨリオワ
あいてどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あいてどる,アイテドワ,アイテドワ
ねむわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ねむる,ネムワ,ネムワ
骨折わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,骨折る,ホネオワ,ホネオワ
撃ち取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,撃ち取る,ウチトワ,ウチトワ
給わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,給わる,タマヲワ,タマヲワ
端折わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,端折る,ハショワ,ハショワ
たちわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たちわる,タチヲワ,タチヲワ
為わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,為る,ノワ,ノワ
