悠介	名詞,固有名詞,人名,名,*,*,悠介,ユウスケ,ユースケ
英単	名詞,一般,*,*,*,*,英単,エイタン,エータン
組体	名詞,一般,*,*,*,*,組体,クミタイ,クミタイ
白化	名詞,サ変接続,*,*,*,*,白化,ハッカ,ハッカ
部活動	名詞,一般,*,*,*,*,部活動,ブカツドウ,ブカツドー
っ気	名詞,接尾,一般,*,*,*,っ気,ッケ,ッケ
さっ	名詞,固有名詞,人名,名,*,*,さっ,サッ,サッ
アッコ	名詞,固有名詞,人名,名,*,*,アッコ,アッコ,アッコ
スライム	名詞,一般,*,*,*,*,スライム,スライム,スライム
ピカチュウ	名詞,固有名詞,一般,*,*,*,ピカチュウ,ピカチュウ,ピカチュウ
ポコ	名詞,固有名詞,人名,名,*,*,ポコ,ポコ,ポコ
プレミオ	名詞,固有名詞,一般,*,*,*,プレミオ,プレミオ,プレミオ
ミズミ	名詞,固有名詞,一般,*,*,*,ミズミ,ミズミ,ミズミ
シェイクシャック	名詞,固有名詞,一般,*,*,*,シェイクシャック,シェイクシャック,シェイクシャック
バケモン	名詞,一般,*,*,*,*,バケモン,バケモン,バケモン
イレギュラー	名詞,一般,*,*,*,*,イレギュラー,イレギュラー,イレギュラー
エリンギ	名詞,固有名詞,一般,*,*,*,エリンギ,エリンギ,エリンギ
携	名詞,一般,*,*,*,*,携,携,携
TKO	名詞,固有名詞,一般,*,*,*,TKO,TKO,TKO
黒木メイサ	名詞,固有名詞,人名,名,*,*,黒木メイサ,黒木メイサ,黒木メイサ
サイコパス	名詞,固有名詞,一般,*,*,*,サイコパス,サイコパス,サイコパス
ブロークアップ	名詞,一般,*,*,*,*,ブロークアップ,ブロークアップ,ブロークアップ
マナビス	名詞,固有名詞,一般,*,*,*,マナビス,マナビス,マナビス
にっ	名詞,固有名詞,人名,名,*,*,にっ,ニッ,ニッ
ばんや	名詞,固有名詞,人名,名,*,*,ばんや,バンヤ,バンヤ
ミッド	名詞,一般,*,*,*,*,ミッド,ミッド,ミッド
叙々苑	名詞,固有名詞,一般,*,*,*,叙々苑,叙々苑,叙々苑
えりこ	名詞,固有名詞,人名,名,*,*,えりこ,エリコ,エリコ
裕弘	名詞,固有名詞,人名,名,*,*,裕弘,裕弘,裕弘
すいばり	名詞,一般,*,*,*,*,すいばり,スイバリ,スイバリ
ブラックペアン	名詞,固有名詞,一般,*,*,*,ブラックペアン,ブラックペアン,ブラックペアン
け	名詞,一般,*,*,*,*,け,ケ,ケ
き	名詞,一般,*,*,*,*,き,キ,キ
連ドラ	名詞,一般,*,*,*,*,連ドラ,連ドラ,連ドラ
WALKMAN	名詞,固有名詞,一般,*,*,*,WALKMAN,WALKMAN,WALKMAN
アクアラン	名詞,固有名詞,一般,*,*,*,アクアラン,アクアラン,アクアラン
スイム	名詞,一般,*,*,*,*,スイム,スイム,スイム
慶良間島	名詞,固有名詞,地域,一般,*,*,慶良間島,慶良間島,慶良間島
オニイトマキエイ	名詞,固有名詞,一般,*,*,*,オニイトマキエイ,オニイトマキエイ,オニイトマキエイ
市町郡村	名詞,一般,*,*,*,*,市町郡村,市町郡村,市町郡村
連チャン	名詞,一般,*,*,*,*,連チャン,連チャン,連チャン
ムラサメモンガラ	名詞,固有名詞,一般,*,*,*,ムラサメモンガラ,ムラサメモンガラ,ムラサメモンガラ
アウトリガーホテル	名詞,固有名詞,一般,*,*,*,アウトリガーホテル,アウトリガーホテル,アウトリガーホテル
アオリイカ	名詞,固有名詞,一般,*,*,*,アオリイカ,アオリイカ,アオリイカ
伊釈加釈	名詞,固有名詞,地域,一般,*,*,伊釈加釈,イシャクカシャク,イシャクカシャク
ローチケ	名詞,固有名詞,一般,*,*,*,ローチケ,ローチケ,ローチケ
WIRRAR	名詞,固有名詞,一般,*,*,*,WIRRAR,WIRRAR,WIRRAR
ねね	名詞,固有名詞,人名,名,*,*,ねね,ネネ,ネネ
グランドリーム	名詞,固有名詞,一般,*,*,*,グランドリーム,グランドリーム,グランドリーム
八重洲南	名詞,固有名詞,地域,一般,*,*,八重洲南,八重洲南,八重洲南
WILLER	名詞,固有名詞,一般,*,*,*,WILLER,WILLER,WILLER
八重洲口	名詞,固有名詞,地域,一般,*,*,八重洲口,八重洲口,八重洲口
八重洲南口	名詞,固有名詞,一般,*,*,*,八重洲南口,八重洲南口,八重洲南口
先っちょ	名詞,一般,*,*,*,*,先っちょ,先ッチョ,先ッチョ
リッセンボール	名詞,固有名詞,一般,*,*,*,リッセンボール,リッセンボール,リッセンボール
アニバーサリー	名詞,一般,*,*,*,*,アニバーサリー,アニバーサリー,アニバーサリー
バケモノ	名詞,一般,*,*,*,*,バケモノ,バケモノ,バケモノ
サウタージ	名詞,固有名詞,一般,*,*,*,サウタージ,サウタージ,サウタージ
サイゼリア	名詞,固有名詞,一般,*,*,*,サイゼリア,サイゼリア,サイゼリア
クラシコ	名詞,固有名詞,一般,*,*,*,クラシコ,クラシコ,クラシコ
レアルマドリード	名詞,固有名詞,一般,*,*,*,レアルマドリード,レアルマドリード,レアルマドリード
レアルマドリ	名詞,固有名詞,一般,*,*,*,レアルマドリ,レアルマドリ,レアルマドリ
バルサ	名詞,固有名詞,一般,*,*,*,バルサ,バルサ,バルサ
アトレチコ	名詞,固有名詞,一般,*,*,*,アトレチコ,アトレチコ,アトレチコ
シメオネ	名詞,固有名詞,人名,名,*,*,シメオネ,シメオネ,シメオネ
バイルミュンヘン	名詞,固有名詞,一般,*,*,*,バイルミュンヘン,バイルミュンヘン,バイルミュンヘン
FIFA	名詞,固有名詞,組織,*,*,*,FIFA,FIFA,FIFA
Mr.Children	名詞,固有名詞,一般,*,*,*,Mr.Children,Mr.Children,Mr.Children
レアル	名詞,一般,*,*,*,*,レアル,レアル,レアル
鋼錬	名詞,固有名詞,一般,*,*,*,鋼錬,鋼錬,鋼錬
鋼練	名詞,固有名詞,一般,*,*,*,鋼練,鋼練,鋼練
ピュロホール	名詞,固有名詞,一般,*,*,*,ピュロホール,ピュロホール,ピュロホール
イエ	名詞,固有名詞,人名,名,*,*,イエ,イエ,イエ
トートバック	名詞,一般,*,*,*,*,トートバック,トートバック,トートバック
エイネーション	名詞,固有名詞,一般,*,*,*,エイネーション,エイネーション,エイネーション
エーネーション	名詞,固有名詞,一般,*,*,*,エーネーション,エーネーション,エーネーション
バッヂセット	名詞,一般,*,*,*,*,バッヂセット,バッヂセット,バッヂセット
イエソン	名詞,固有名詞,人名,名,*,*,イエソン,イエソン,イエソン
EXO	名詞,固有名詞,一般,*,*,*,EXO,EXO,EXO
チェキ	名詞,固有名詞,一般,*,*,*,チェキ,チェキ,チェキ
TWICE	名詞,固有名詞,一般,*,*,*,TWICE,TWICE,TWICE
Peach	名詞,固有名詞,一般,*,*,*,Peach,Peach,Peach
ミステリアン	名詞,固有名詞,一般,*,*,*,ミステリアン,ミステリアン,ミステリアン
ラブナー	名詞,固有名詞,一般,*,*,*,ラブナー,ラブナー,ラブナー
WWOOF	名詞,固有名詞,一般,*,*,*,WWOOF,WWOOF,WWOOF
WWOOFER	名詞,固有名詞,一般,*,*,*,WWOOFER,WWOOFER,WWOOFER
右っ側	名詞,一般,*,*,*,*,右側,ミギッカワ,ミギッカワ
左っ側	名詞,一般,*,*,*,*,左側,ヒダリッカワ,ヒダリッカワ
滑舌	名詞,一般,*,*,*,*,滑舌,カツゼツ,カツゼツ
産近甲龍	名詞,固有名詞,組織,*,*,*,産近甲龍,サンキンコウリュウ,サンキンコウリュー
カツ丼	名詞,一般,*,*,*,*,カツ丼,カツドン,カツドン
かつ丼	名詞,一般,*,*,*,*,かつ丼,カツドン,カツドン
くの字	名詞,一般,*,*,*,*,くの字,クノジ,クノジ
真っ赤っか	名詞,一般,*,*,*,*,真っ赤っか,マッカッカ,マッカッカ
業間	名詞,一般,*,*,*,*,業間,ギョウカン,ギョーカン
端	名詞,一般,*,*,*,*,端,ハシ,ハシ
煮	名詞,接尾,一般,*,*,*,煮,ニ,ニ
二重	名詞,一般,*,*,*,*,二重,フタエ,フタエ
やんちゃ	名詞,サ変接続,*,*,*,*,やんちゃ,ヤンチャ,ヤンチャ
後輪	名詞,一般,*,*,*,*,後輪,コウリン,コウリン
傷もん	名詞,一般,*,*,*,*,傷もん,キズモン,キズモン
やん	名詞,接尾,人名,*,*,*,やん,ヤン,ヤン
すいばり	名詞,一般,*,*,*,*,すいばり,スイバリ,スイバリ
っぱ	名詞,接尾,一般,*,*,*,っぱ,ッパ,ッパ
兵庫県	名詞,固有名詞,地域,一般,*,*,兵庫県,ヒョウゴケン,ヒョーゴケン
クリアニッカ	名詞,固有名詞,一般,*,*,*,クリアニッカ,クリアニッカ,クリアニッカ
サワーレモン	名詞,一般,*,*,*,*,サワーレモン,サワーレモン,サワーレモン
角ウィスキー	名詞,固有名詞,一般,*,*,*,角ウィスキー,角ウィスキー,角ウィスキー
みつき	名詞,固有名詞,人名,名,*,*,みつき,ミツキ,ミツキ
ポルノ	名詞,固有名詞,一般,*,*,*,ポルノ,ポルノ,ポルノ
レアル	名詞,固有名詞,一般,*,*,*,レアル,レアル,レアル
バルセ	名詞,固有名詞,一般,*,*,*,バルセ,バルセ,バルセ
ハメス	名詞,固有名詞,一般,*,*,*,ハメス,ハメス,ハメス
グッチー	名詞,固有名詞,人名,名,*,*,グッチー,グッチー,グッチー
銀魂	名詞,固有名詞,一般,*,*,*,銀魂,銀魂,銀魂
ずん	名詞,固有名詞,一般,*,*,*,ずん,ズン,ズン
ぎょんぎょん	名詞,固有名詞,一般,*,*,*,ぎょんぎょん,ギョンギョン,ギョンギョン
北工区	名詞,固有名詞,地域,一般,*,*,北工区,北工区,北工区
実釣	名詞,固有名詞,一般,*,*,*,実釣,実釣,実釣
伊勢大社	名詞,固有名詞,一般,*,*,*,伊勢大社,伊勢大社,伊勢大社
鳥貴	名詞,固有名詞,一般,*,*,*,鳥貴,鳥貴,鳥貴
ストラップ	名詞,一般,*,*,*,*,ストラップ,ストラップ,ストラップ
ササユリ	名詞,固有名詞,一般,*,*,*,ササユリ,ササユリ,ササユリ
中	名詞,一般,*,*,*,*,中,チュウ,チュー
シェリーメイコレクション	名詞,固有名詞,一般,*,*,*,シェリーメイコレクション,シェリーメイコレクション,シェリーメイコレクション
着ぐるみ	名詞,一般,*,*,*,*,着ぐるみ,キグルミ,キグルミ
鍋パ	名詞,一般,*,*,*,*,鍋パ,鍋パ,鍋パ
関ジャジャニ	名詞,固有名詞,一般,*,*,*,関ジャジャニ,関ジャジャニ,関ジャジャニ
ウエスト	名詞,固有名詞,一般,*,*,*,ウエスト,ウエスト,ウエスト
けいじ	名詞,一般,*,*,*,*,けいじ,ケイジ,ケイジ
トシナシ	名詞,一般,*,*,*,*,トシナシ,トシナシ,トシナシ
ランド	名詞,固有名詞,一般,*,*,*,ランド,ランド,ランド
招き猫	名詞,固有名詞,一般,*,*,*,招き猫,招キ猫,招キ猫
嵐	名詞,固有名詞,一般,*,*,*,嵐,嵐,嵐
いやしん坊	名詞,一般,*,*,*,*,いやしん坊,イヤシンボウ,イヤシンボー
小山ロール	名詞,固有名詞,一般,*,*,*,小山ロール,小山ロール,小山ロール
げん	名詞,固有名詞,人名,名,*,*,げん,ゲン,ゲン
ひろうす	名詞,一般,*,*,*,*,ひろうす,ヒロウス,ヒロウス
棚倉	名詞,一般,*,*,*,*,棚倉,棚倉,棚倉
西脇北	名詞,固有名詞,地域,一般,*,*,西脇北,西脇北,西脇北
ソルビット	名詞,一般,*,*,*,*,ソルビット,ソルビット,ソルビット
いかめし	名詞,一般,*,*,*,*,いかめし,イカメシ,イカメシ
煮しめ	名詞,一般,*,*,*,*,煮しめ,煮シメ,煮シメ
花の宮	名詞,固有名詞,地域,一般,*,*,花の宮,花ノ宮,花ノ宮
和みの里	名詞,固有名詞,地域,一般,*,*,和みの里,和ミノ里,和ミノ里
香美区	名詞,固有名詞,地域,一般,*,*,香美区,香美区,香美区
杉原紙	名詞,固有名詞,地域,一般,*,*,杉原紙,杉原紙,杉原紙
きんの	名詞,一般,*,*,*,*,きんの,キンノ,キンノ
園歌	名詞,一般,*,*,*,*,園歌,園歌,園歌
ちゃまん	名詞,一般,*,*,*,*,ちゃまん,チャマン,チャマン
がちゃまん時代	名詞,固有名詞,一般,*,*,*,がちゃまん時代,ガチャマン時代,ガチャマン時代
がちゃんまん時代	名詞,固有名詞,一般,*,*,*,がちゃんまん時代,ガチャンマン時代,ガチャンマン時代
りょんりょん	名詞,一般,*,*,*,*,りょんりょん,リョンリョン,リョンリョン
乗り子	名詞,一般,*,*,*,*,乗り子,乗リ子,乗リ子
がちゃまん	名詞,固有名詞,一般,*,*,*,がちゃまん,ガチャマン,ガチャマン
蓬莱橋	名詞,固有名詞,地域,一般,*,*,蓬莱橋,蓬莱橋,蓬莱橋
サンバイザー	名詞,一般,*,*,*,*,サンバイザー,サンバイザー,サンバイザー
滝野社	名詞,固有名詞,地域,一般,*,*,滝野社,滝野社,滝野社
花金	名詞,一般,*,*,*,*,花金,花金,花金
八条口	名詞,固有名詞,地域,一般,*,*,八条口,八条口,八条口
峡古	名詞,固有名詞,地域,一般,*,*,峡古,峡古,峡古
岩永	名詞,固有名詞,地域,一般,*,*,岩永,岩永,岩永
姫蔵	名詞,固有名詞,地域,一般,*,*,姫蔵,姫蔵,姫蔵
多嘉	名詞,固有名詞,地域,一般,*,*,多嘉,多嘉,多嘉
香美	名詞,固有名詞,地域,一般,*,*,香美,香美,香美
中稲	名詞,一般,*,*,*,*,中稲,中稲,中稲
SUPER	名詞,固有名詞,一般,*,*,*,SUPER,SUPER,SUPER
BEAVER	名詞,固有名詞,一般,*,*,*,BEAVER,BEAVER,BEAVER
PRAYING	名詞,固有名詞,一般,*,*,*,PRAYING,PRAYING,PRAYING
RUN	名詞,固有名詞,一般,*,*,*,RUN,RUN,RUN
CHANCE	名詞,固有名詞,一般,*,*,*,CHANCE,CHANCE,CHANCE
CHOIR	名詞,固有名詞,一般,*,*,*,CHOIR,CHOIR,CHOIR
カナシ	名詞,固有名詞,一般,*,*,*,カナシ,カナシ,カナシ
UNKNOWN	名詞,固有名詞,一般,*,*,*,UNKNOWN,UNKNOWN,UNKNOWN
ORCHESTRA	名詞,固有名詞,一般,*,*,*,ORCHESTRA,ORCHESTRA,ORCHESTRA
GOLD	名詞,固有名詞,一般,*,*,*,GOLD,GOLD,GOLD
マリンメッセ	名詞,固有名詞,一般,*,*,*,マリンメッセ,マリンメッセ,マリンメッセ
イントロ	名詞,一般,*,*,*,*,イントロ,イントロ,イントロ
ジェットスター	名詞,固有名詞,一般,*,*,*,ジェットスター,ジェットスター,ジェットスター
ピーチ	名詞,固有名詞,一般,*,*,*,ピーチ,ピーチ,ピーチ
ウーバー	名詞,固有名詞,一般,*,*,*,ウーバー,ウーバー,ウーバー
Nissy	名詞,固有名詞,一般,*,*,*,Nissy,Nissy,Nissy
フェス	名詞,固有名詞,一般,*,*,*,フェス,フェス,フェス
ライジング	名詞,固有名詞,一般,*,*,*,ライジング,ライジング,ライジング
イナズマロック	名詞,固有名詞,一般,*,*,*,イナズマロック,イナズマロック,イナズマロック
イナヅマロック	名詞,固有名詞,一般,*,*,*,イナヅマロック,イナヅマロック,イナヅマロック
フジロック	名詞,固有名詞,一般,*,*,*,フジロック,フジロック,フジロック
オーラル	名詞,固有名詞,一般,*,*,*,オーラル,オーラル,オーラル
フォーリミ	名詞,固有名詞,一般,*,*,*,フォーリミ,フォーリミ,フォーリミ
ソールドアウト	名詞,一般,*,*,*,*,ソールドアウト,ソールドアウト,ソールドアウト
メトロック	名詞,固有名詞,一般,*,*,*,メトロック,メトロック,メトロック
モンバス	名詞,固有名詞,一般,*,*,*,モンバス,モンバス,モンバス
ワイバン	名詞,固有名詞,一般,*,*,*,ワイバン,ワイバン,ワイバン
イープラス	名詞,固有名詞,一般,*,*,*,イープラス,イープラス,イープラス
イナズマ	名詞,固有名詞,一般,*,*,*,イナズマ,イナズマ,イナズマ
Zepp	名詞,固有名詞,一般,*,*,*,Zepp,Zepp,Zepp
ヤバT	名詞,固有名詞,一般,*,*,*,ヤバT,ヤバT,ヤバT
umica	名詞,固有名詞,一般,*,*,*,umica,umica,umica
sumica	名詞,固有名詞,一般,*,*,*,sumica,sumica,sumica
KANABOON	名詞,固有名詞,一般,*,*,*,KANABOON,KANABOON,KANABOON
バニラズ	名詞,固有名詞,一般,*,*,*,バニラズ,バニラズ,バニラズ
SiM	名詞,固有名詞,一般,*,*,*,SiM,SiM,SiM
キュウソ	名詞,固有名詞,一般,*,*,*,キュウソ,キュウソ,キュウソ
ユーチューバー	名詞,一般,*,*,*,*,ユーチューバー,ユーチューバー,ユーチューバー
水溜りボンド	名詞,固有名詞,一般,*,*,*,水溜りボンド,水溜リボンド,水溜リボンド
カンタ	名詞,固有名詞,人名,名,*,*,カンタ,カンタ,カンタ
ココ調	名詞,固有名詞,人名,名,*,*,ココ調,ココ調,ココ調
ユーチュブ	名詞,固有名詞,一般,*,*,*,ユーチュブ,ユーチュブ,ユーチュブ
はじめしゃちょー	名詞,固有名詞,人名,名,*,*,はじめしゃちょー,ハジメシャチョー,ハジメシャチョー
ガールズコレクション	名詞,固有名詞,一般,*,*,*,ガールズコレクション,ガールズコレクション,ガールズコレクション
ランウェイ	名詞,一般,*,*,*,*,ランウェイ,ランウェイ,ランウェイ
TGC	名詞,固有名詞,一般,*,*,*,TGC,TGC,TGC
フォロワー	名詞,一般,*,*,*,*,フォロワー,フォロワー,フォロワー
レオパレス	名詞,固有名詞,一般,*,*,*,レオパレス,レオパレス,レオパレス
ZOZOTOWN	名詞,固有名詞,一般,*,*,*,ZOZOTOWN,ZOZOTOWN,ZOZOTOWN
WEAR	名詞,固有名詞,一般,*,*,*,WEAR,WEAR,WEAR
ウェアリスト	名詞,固有名詞,一般,*,*,*,ウェアリスト,ウェアリスト,ウェアリスト
がく	名詞,固有名詞,人名,名,*,*,がく,ガク,ガク
ウェアリスタ	名詞,固有名詞,一般,*,*,*,ウェアリスタ,ウェアリスタ,ウェアリスタ
